garde#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
bluegrasser;Bluegrasser;;;;;;;;;;;x
prairielander;Prairielander;;;;;;;;;;;x
hoosier;Hoosier;;;;;;;;;;;x
buckeye;Buckeye;;;;;;;;;;;x
tzotzil;Sotz'leb;;;;;;;;;;;x
tzetzal;Winik Atel;;;;;;;;;;;x
maiamero;Mayamero;;;;;;;;;;;x
carolino;Carolino;;;;;;;;;;;x
eastern_amero_hispanophone;Norteamericano;;;;;;;;;;;x
chol;Lakty'añ;;;;;;;;;;;x
maya;Máaya' T'áan;;;;;;;;;;;x
wampanoag;Wôpanâak;;;;;;;;;;;x
yankee;Yankee;;;;;;;;;;x
yankee_FEATURES;§Y*§! Has access to the Tanistry succession law.;§Y*§! Permet la loi de succession par tanistrie.;§Y*§! Hat Zugang zur Erbfolge durch Thanwahl.;;§Y*§! Tiene acceso a la ley de sucesión de tanistry.;;;;;;;;;x
albmonter;Albmoner;;;;;;;;;;x
vermonter;Vyrmoner;;;;;;;;;;x
mainer;Mainer;;;;;;;;;;x
bostonian;Bostonite;;;;;;;;;;x
nutmegger;Nutmegger;;;;;;;;;;x
massachusite;Massachussite;;;;;;;;;;x
proviguese;Proviguese;;;;;;;;;;x
jerseyite;Gardenite;;;;;;;;;;;;x;
wicker;Wicker;;;;;;;;;;;;x;
politan;Politan;;;;;;;;;;;;x;
amherican;Amherican;;;;;;;;;;;;x;
acadian;Acadien;;;;;;;;;;;;x;
brayonne;Brayon;;;;;;;;;;;;x;
cajun;Cadjin;;;;;;;;;;;;x;
kreyol;Kréyól;;;;;;;;;;;;x;
diksah;Diksee;;;;;;;;;;;;x;
tuskegean;Belter;;;;;;;;;;;x;
fiskean;Tuskegean;;;;;;;;;;;x;
agrilachian;Agrilach'n;;;;;;;;;;;x
smokelander;Smokelander;;;;;;;;;;;x
hollerer;Hollerer;;;;;;;;;;;x
vandalian;Vandalian;;;;;;;;;;;x
afrosoutherner;Afro-Southerner;;;;;;;;;;;x;
afrosoutherner_opinion;[afrosoutherner.GetGroupName] Opinion;;;;;;;;;;;x;
southerner;Southron;;;;;;;;;;;x;
piner;Piner;;;;;;;;;;;x;
sunshiner;Sunshiner;;;;;;;;;;;x;
karaliner;Keraliner;;;;;;;;;;;;x;
scotian;Scoshan;;;;;;;;;;;;x;
rivierois;Riviérois;;;;;;;;;;;;x;
appalachian_group;Appalach'n;;;;;;;;;;;;x;
appalachian_group_FEATURES;§Y*§! Has access to the Tanistry succession law.;§Y*§! Permet la loi de succession par tanistrie.;§Y*§! Hat Zugang zur Erbfolge durch Thanwahl.;;§Y*§! Tiene acceso a la ley de sucesión de tanistry.;;;;;;;;;x
pittian;Pitter;;;;;;;;;;;;x;
gullah;Gullah;;;;;;;;;;;;x;
floridano;Floridano;;;;;;;;;;;;x;
laikmahn;Laikman;;;;;;;;;;;;x;
alaskhan;Ulaskun;;;;;;;;;;;;x
ontaryo;Ontaryan;;;;;;;;;;;;x;
uppstatir;Uppstatir;;;;;;;;;;;;x;
quebecois;Québécois;;;;;;;;;;;;x;
appalachn;Appalach'n;;;;;;;;;;;;x;
arhavi;Arhavi;;;;;;;;;;;;x;
yiddish;Yiddish;;;;;;;;;;;;x;
federalist;Federalist;;;;;;;;;;;;x;
vulgar_federalist;Vulgar Federalist;;;;;;;;;;;;x
ballimorian;Ballimorian;;;;;;;;;;;;x
crawfisher;Crawfisher;;;;;;;;;;;;x
arkensawyer;Arkensawyer;;;;;;;;;;;;x
laurentian;Laurentian;;;;;;;;;;;;x;
lakelanders;Lakelander;;;;;;;;;;;;x;
anglo_mississippian;Steel Belter;;;;;;;;;;;;x;
windlander;Windlander;;;;;;;;;;;;x
plainslander;Plainslander;;;;;;;;;;;;x
hawkeyean;Hawkeye;;;;;;;;;;;;x
mississippian;Deltman;;;;;;;;;;;;x
goldmen;Cornplainer;;;;;;;;;;;;x
leadmen;Leadman;;;;;;;;;;;;x

# Rocky Romans

tribal_baron_neo-latin;Baron;;;;;;;;;;;;;x
tribal_baron_female_neo-latin;Baronissa;;;;;;;;;;;;;x
tribal_count_neo-latin;Cap;;;;;;;;;;;;;x
tribal_count_female_neo-latin;Caputriss;;;;;;;;;;;;;x
tribal_duke_neo-latin;Magn Cap;;;;;;;;;;;;;x
tribal_duke_female_neo-latin;Magna Caputrissa;;;;;;;;;;;;;x
tribal_king_neo-latin;Rex;;;;;;;;;;;;;x
tribal_king_female_neo-latin;Regina;;;;;;;;;;;;;x
tribal_emperor_neo-latin;Imperator;;;;;;;;;;;;;x
tribal_emperor_female_neo-latin;Imperatriss;;;;;;;;;;;;;

tribal_barony_of_neo-latin;Baronia de;;;;;;;;;;;;;x
tribal_county_of_neo-latin;Caputat de;;;;;;;;;;;;;x
tribal_duchy_of_neo-latin;Magn Caputat de;;;;;;;;;;;;;x
tribal_kingdom_of_neo-latin;Regn de;;;;;;;;;;;;;x
tribal_empire_of_neo-latin;Imperie de;;;;;;;;;;;;;x


baron_neo-latin;Baron;;;;;;;;;;;;;x
baron_female_neo-latin;Baronissa;;;;;;;;;;;;;x
count_neo-latin;Comt;;;;;;;;;;;;;x
count_female_neo-latin;Comtessa;;;;;;;;;;;;;x
duke_neo-latin;Dux;;;;;;;;;;;;;x
duke_female_neo-latin;Duchessa;;;;;;;;;;;;;x
king_neo-latin;Rex;;;;;;;;;;;;;x
king_female_neo-latin;Regina;;;;;;;;;;;;;x
emperor_neo-latin;Imperator;;;;;;;;;;;;;x
emperor_female_neo-latin;Imperatriss;;;;;;;;;;;;;

barony_of_neo-latin;Baronia de;;;;;;;;;;;;;x
county_of_neo-latin;Comitat de;;;;;;;;;;;;;x
duchy_of_neo-latin;Ducat de;;;;;;;;;;;;;x
kingdom_of_neo-latin;Regn de;;;;;;;;;;;;;x
empire_of_neo-latin;Imperie de;;;;;;;;;;;;;x

temple_barony_of_omniaveritatis;Episcopat de;;;;;;;;;;;;;x
temple_baron_omniaveritatis;Episcop;;;;;;;;;;;;;x

city_baron_neo-latin;Maior;;;;;;;;;;;;;x
city_barony_of_neo-latin;Civitat de;;;;;;;;;;;;;x

# Great Plains

nomadic_baron_blackfoot;Baron;;;;;;;;;;;;;x
nomadic_baron_female_blackfoot;Baroness;;;;;;;;;;;;;x
nomadic_count_blackfoot;Count;;;;;;;;;;;;;x
nomadic_count_female_blackfoot;Countess;;;;;;;;;;;;;x
nomadic_duke_blackfoot;Duke;;;;;;;;;;;;;x
nomadic_duke_female_blackfoot;Duchess;;;;;;;;;;;;;x
nomadic_king_blackfoot;Nínaa;;;;;;;;;;;;;x
nomadic_king_female_blackfoot;Nínaa;;;;;;;;;;;;;x
nomadic_emperor_blackfoot;Ohkinniinaa;;;;;;;;;;;;;x
nomadic_emperor_female_blackfoot;Ohkinniinaa;;;;;;;;;;;;;

nomadic_barony_of_blackfoot;Barony of;;;;;;;;;;;;;x
nomadic_county_of_blackfoot;County of;;;;;;;;;;;;;x
nomadic_duchy_of_blackfoot;Duchy of;;;;;;;;;;;;;x
nomadic_kingdom_of_blackfoot;Tribe of;;;;;;;;;;;;;x
nomadic_empire_of_blackfoot;Nation of;;;;;;;;;;;;;x

nomadic_baron_crow;Baron;;;;;;;;;;;;;x
nomadic_baron_female_crow;Baroness;;;;;;;;;;;;;x
nomadic_count_crow;Count;;;;;;;;;;;;;x
nomadic_count_female_crow;Countess;;;;;;;;;;;;;x
nomadic_duke_crow;Duke;;;;;;;;;;;;;x
nomadic_duke_female_crow;Duchess;;;;;;;;;;;;;x
nomadic_king_crow;Bacheeítche;;;;;;;;;;;;;x
nomadic_king_female_crow;Bacheeítche;;;;;;;;;;;;;x
nomadic_emperor_crow;Íipche Akeé;;;;;;;;;;;;;x
nomadic_emperor_female_crow;Íipche Akeé;;;;;;;;;;;;;

nomadic_barony_of_crow;Barony of;;;;;;;;;;;;;x
nomadic_county_of_crow;County of;;;;;;;;;;;;;x
nomadic_duchy_of_crow;Duchy of;;;;;;;;;;;;;x
nomadic_kingdom_of_crow;Ashkootáa of;;;;;;;;;;;;;x
nomadic_empire_of_crow;Isawúua of;;;;;;;;;;;;;x

nomadic_baron_northern_cheyenne;Baron;;;;;;;;;;;;;x
nomadic_baron_female_northern_cheyenne;Baroness;;;;;;;;;;;;;x
nomadic_count_northern_cheyenne;Count;;;;;;;;;;;;;x
nomadic_count_female_northern_cheyenne;Countess;;;;;;;;;;;;;x
nomadic_duke_northern_cheyenne;Duke;;;;;;;;;;;;;x
nomadic_duke_female_northern_cheyenne;Duchess;;;;;;;;;;;;;x
nomadic_king_northern_cheyenne;Véhoname;;;;;;;;;;;;;x
nomadic_king_female_northern_cheyenne;Véhoname;;;;;;;;;;;;;x
nomadic_emperor_northern_cheyenne;Véhonehomoséhe;;;;;;;;;;;;;x
nomadic_emperor_female_northern_cheyenne;Véhonehomoséhe;;;;;;;;;;;;;

nomadic_barony_of_northern_cheyenne;Barony of;;;;;;;;;;;;;x
nomadic_county_of_northern_cheyenne;County of;;;;;;;;;;;;;x
nomadic_duchy_of_northern_cheyenne;Duchy of;;;;;;;;;;;;;x
nomadic_kingdom_of_northern_cheyenne;Héstaneheo'o of;;;;;;;;;;;;;x
nomadic_empire_of_northern_cheyenne;Héstánóva of;;;;;;;;;;;;;x

nomadic_baron_cheyenne;Baron;;;;;;;;;;;;;x
nomadic_baron_female_cheyenne;Baroness;;;;;;;;;;;;;x
nomadic_count_cheyenne;Count;;;;;;;;;;;;;x
nomadic_count_female_cheyenne;Countess;;;;;;;;;;;;;x
nomadic_duke_cheyenne;Duke;;;;;;;;;;;;;x
nomadic_duke_female_cheyenne;Duchess;;;;;;;;;;;;;x
nomadic_king_cheyenne;Véhoname;;;;;;;;;;;;;x
nomadic_king_female_cheyenne;Véhoname;;;;;;;;;;;;;x
nomadic_emperor_cheyenne;Véhonehomoséhe;;;;;;;;;;;;;x
nomadic_emperor_female_cheyenne;Véhonehomoséhe;;;;;;;;;;;;;

nomadic_barony_of_cheyenne;Barony of;;;;;;;;;;;;;x
nomadic_county_of_cheyenne;County of;;;;;;;;;;;;;x
nomadic_duchy_of_cheyenne;Duchy of;;;;;;;;;;;;;x
nomadic_kingdom_of_cheyenne;Héstaneheo'o of;;;;;;;;;;;;;x
nomadic_empire_of_cheyenne;Héstánóva of;;;;;;;;;;;;;x

;;;;;;;;;;;;;; #YEE HAW

nomadic_baron_plainslander;Baron;;;;;;;;;;;;;x
nomadic_baron_female_plainslander;Baroness;;;;;;;;;;;;;x
nomadic_count_plainslander;Count;;;;;;;;;;;;;x
nomadic_count_female_plainslander;Countess;;;;;;;;;;;;;x
nomadic_duke_plainslander;Duke;;;;;;;;;;;;;x
nomadic_duke_female_plainslander;Duchess;;;;;;;;;;;;;x
nomadic_king_plainslander;Deputy;;;;;;;;;;;;;x
nomadic_king_female_plainslander;Deputy;;;;;;;;;;;;;x
nomadic_emperor_plainslander;Sheriff;;;;;;;;;;;;;x
nomadic_emperor_female_plainslander;Sheriff;;;;;;;;;;;;;

nomadic_barony_of_plainslander;Barony of;;;;;;;;;;;;;x
nomadic_county_of_plainslander;County of;;;;;;;;;;;;;x
nomadic_duchy_of_plainslander;Duchy of;;;;;;;;;;;;;x
nomadic_kingdom_of_plainslander;Deputation of;;;;;;;;;;;;;x
nomadic_empire_of_plainslander;Shrievalty of;;;;;;;;;;;;;x

tribal_baron_plainslander;Officer;;;;;;;;;;;;;x
tribal_baron_female_plainslander;Officer;;;;;;;;;;;;;x
tribal_count_plainslander;Deputy;;;;;;;;;;;;;x
tribal_count_female_plainslander;Deputy;;;;;;;;;;;;;x
tribal_duke_plainslander;Sheriff;;;;;;;;;;;;;x
tribal_duke_female_plainslander;Sheriff;;;;;;;;;;;;;x
tribal_king_plainslander;Ranger;;;;;;;;;;;;;x
tribal_king_female_plainslander;Ranger;;;;;;;;;;;;;x
tribal_emperor_plainslander;High Sheriff;;;;;;;;;;;;;x
tribal_emperor_female_plainslander;High Sheriff;;;;;;;;;;;;;x

tribal_barony_of_plainslander;Office of;;;;;;;;;;;;;x
tribal_county_of_plainslander;Deputation of;;;;;;;;;;;;;x
tribal_duchy_of_plainslander;Shrievalty of;;;;;;;;;;;;;x
tribal_kingdom_of_plainslander;Range of;;;;;;;;;;;;;x
tribal_empire_of_plainslander;High Shrievalty of;;;;;;;;;;;;;x

###########

nomadic_baron_mountainer;Baron;;;;;;;;;;;;;x
nomadic_baron_female_mountainer;Baroness;;;;;;;;;;;;;x
nomadic_count_mountainer;Count;;;;;;;;;;;;;x
nomadic_count_female_mountainer;Countess;;;;;;;;;;;;;x
nomadic_duke_mountainer;Duke;;;;;;;;;;;;;x
nomadic_duke_female_mountainer;Duchess;;;;;;;;;;;;;x
nomadic_king_mountainer;Deputy;;;;;;;;;;;;;x
nomadic_king_female_mountainer;Deputy;;;;;;;;;;;;;x
nomadic_emperor_mountainer;Sheriff;;;;;;;;;;;;;x
nomadic_emperor_female_mountainer;Sheriff;;;;;;;;;;;;;

nomadic_barony_of_mountainer;Barony of;;;;;;;;;;;;;x
nomadic_county_of_mountainer;County of;;;;;;;;;;;;;x
nomadic_duchy_of_mountainer;Duchy of;;;;;;;;;;;;;x
nomadic_kingdom_of_mountainer;Deputation of;;;;;;;;;;;;;x
nomadic_empire_of_mountainer;Shrievalty of;;;;;;;;;;;;;x

tribal_baron_mountainer;Caretaker;;;;;;;;;;;;;x
tribal_baron_female_mountainer;Caretaker;;;;;;;;;;;;;x
tribal_count_mountainer;Forester;;;;;;;;;;;;;x
tribal_count_female_mountainer;Forester;;;;;;;;;;;;;x
tribal_duke_mountainer;Watchman;;;;;;;;;;;;;x
tribal_duke_female_mountainer;Watchwoman;;;;;;;;;;;;;x
tribal_king_mountainer;Ranger;;;;;;;;;;;;;x
tribal_king_female_mountainer;Ranger;;;;;;;;;;;;;x
tribal_emperor_mountainer;Director;;;;;;;;;;;;;x
tribal_emperor_female_mountainer;Director;;;;;;;;;;;;;x

tribal_barony_of_mountainer;Park of;;;;;;;;;;;;;x
tribal_county_of_mountainer;Forest of;;;;;;;;;;;;;x
tribal_duchy_of_mountainer;Lookout of;;;;;;;;;;;;;x
tribal_kingdom_of_mountainer;Range of;;;;;;;;;;;;;x
tribal_empire_of_mountainer;National Park of;;;;;;;;;;;;;x

###########

nomadic_baron_west_texan;Baron;;;;;;;;;;;;;x
nomadic_baron_female_west_texan;Baroness;;;;;;;;;;;;;x
nomadic_count_west_texan;Count;;;;;;;;;;;;;x
nomadic_count_female_west_texan;Countess;;;;;;;;;;;;;x
nomadic_duke_west_texan;Duke;;;;;;;;;;;;;x
nomadic_duke_female_west_texan;Duchess;;;;;;;;;;;;;x
nomadic_king_west_texan;Deputy;;;;;;;;;;;;;x
nomadic_king_female_west_texan;Deputy;;;;;;;;;;;;;x
nomadic_emperor_west_texan;Sheriff;;;;;;;;;;;;;x
nomadic_emperor_female_west_texan;Sheriff;;;;;;;;;;;;;

nomadic_barony_of_west_texan;Barony of;;;;;;;;;;;;;x
nomadic_county_of_west_texan;County of;;;;;;;;;;;;;x
nomadic_duchy_of_west_texan;Duchy of;;;;;;;;;;;;;x
nomadic_kingdom_of_west_texan;Deputation of;;;;;;;;;;;;;x
nomadic_empire_of_west_texan;Shrievalty of;;;;;;;;;;;;;x

tribal_baron_west_texan;Officer;;;;;;;;;;;;;x
tribal_baron_female_west_texan;Officer;;;;;;;;;;;;;x
tribal_count_west_texan;Deputy;;;;;;;;;;;;;x
tribal_count_female_west_texan;Deputy;;;;;;;;;;;;;x
tribal_duke_west_texan;Sheriff;;;;;;;;;;;;;x
tribal_duke_female_west_texan;Sheriff;;;;;;;;;;;;;x
tribal_king_west_texan;Ranger;;;;;;;;;;;;;x
tribal_king_female_west_texan;Ranger;;;;;;;;;;;;;x
tribal_emperor_west_texan;High Sheriff;;;;;;;;;;;;;x
tribal_emperor_female_west_texan;High Sheriff;;;;;;;;;;;;;x

tribal_barony_of_west_texan;Office of;;;;;;;;;;;;;x
tribal_county_of_west_texan;Deputation of;;;;;;;;;;;;;x
tribal_duchy_of_west_texan;Shrievalty of;;;;;;;;;;;;;x
tribal_kingdom_of_west_texan;Range of;;;;;;;;;;;;;x
tribal_empire_of_west_texan;High Shrievalty of;;;;;;;;;;;;;x

#########

nomadic_baron_texgerman;Baron;;;;;;;;;;;;;x
nomadic_baron_female_texgerman;Baroness;;;;;;;;;;;;;x
nomadic_count_texgerman;Count;;;;;;;;;;;;;x
nomadic_count_female_texgerman;Countess;;;;;;;;;;;;;x
nomadic_duke_texgerman;Duke;;;;;;;;;;;;;x
nomadic_duke_female_texgerman;Duchess;;;;;;;;;;;;;x
nomadic_king_texgerman;Deputy;;;;;;;;;;;;;x
nomadic_king_female_texgerman;Deputy;;;;;;;;;;;;;x
nomadic_emperor_texgerman;Sheriff;;;;;;;;;;;;;x
nomadic_emperor_female_texgerman;Sheriff;;;;;;;;;;;;;

nomadic_barony_of_texgerman;Barony of;;;;;;;;;;;;;x
nomadic_county_of_texgerman;County of;;;;;;;;;;;;;x
nomadic_duchy_of_texgerman;Duchy of;;;;;;;;;;;;;x
nomadic_kingdom_of_texgerman;Deputation of;;;;;;;;;;;;;x
nomadic_empire_of_texgerman;Shrievalty of;;;;;;;;;;;;;x

tribal_baron_texgerman;Officer;;;;;;;;;;;;;x
tribal_baron_female_texgerman;Officer;;;;;;;;;;;;;x
tribal_count_texgerman;Deputy;;;;;;;;;;;;;x
tribal_count_female_texgerman;Deputy;;;;;;;;;;;;;x
tribal_duke_texgerman;Sheriff;;;;;;;;;;;;;x
tribal_duke_female_texgerman;Sheriff;;;;;;;;;;;;;x
tribal_king_texgerman;Ranger;;;;;;;;;;;;;x
tribal_king_female_texgerman;Ranger;;;;;;;;;;;;;x
tribal_emperor_texgerman;High Sheriff;;;;;;;;;;;;;x
tribal_emperor_female_texgerman;High Sheriff;;;;;;;;;;;;;x

tribal_barony_of_texgerman;Office of;;;;;;;;;;;;;x
tribal_county_of_texgerman;Deputation of;;;;;;;;;;;;;x
tribal_duchy_of_texgerman;Shrievalty of;;;;;;;;;;;;;x
tribal_kingdom_of_texgerman;Range of;;;;;;;;;;;;;x
tribal_empire_of_texgerman;High Shrievalty of;;;;;;;;;;;;;x

ozark;Ozark;;;;;;;;;;;;x
bourbon;Bourbon;;;;;;;;;;;;x
kaintucker;Kaintucker;;;;;;;;;;;;x
nashvillian;Nashviller;;;;;;;;;;;;x
affrilachian;Huntsviller;;;;;;;;;;;;x
gatewayer;Gatewayer;;;;;;;;;;;;x
newfindler;Newfie;;;;;;;;;;;;x;
southron;Oldominionite;;;;;;;;;;;;x;
crabber;Crabber;;;;;;;;;;;;x;
buffian;Niagaran;;;;;;;;;;;;x;
finger_laker;Fingerlaiker;;;;;;;;;;;;x;
hudsunite;Hudsunite;;;;;;;;;;;;x;
adirondacker;Adirondacker;;;;;;;;;;;;x;
oneida;Onyota'a:ka;;;;;;;;;;;;x;
mohawk;Kanien'kehá:ka;;;;;;;;;;;;x;
seneca;Onödowá'ga;;;;;;;;;;;;x;
cayuga;Gayogohó:no';;;;;;;;;;;;x;
haudenosaunee;Haudenosaunee;;;;;;;;;;;;x;
michigander;Michigander;;;;;;;;;;;;x;
rustman;Rustman;;;;;;;;;;;;x;
hoi_toider;Hoi Toider;;;;;;;;;;;;x;
westerosi_valyrian;Westerosi-Valyrian;;;;;;;;;;;;x;
amerogerman;Amerodeutsch;;;;;;;;;;;;x;
pennsilfaanisch;Pennsilfaanisch;;;;;;;;;;;;x;
keystoner;Keystoner;;;;;;;;;;;;x;
yitzer;Yinzer;;;;;;;;;;;;x;
bahamian;Bahamian;;;;;;;;;;;;x;
ontarian;Ontarian;;;;;;;;;;;;x;
doggerlander;Doggersker;;;;;;;;;;;;x;
euro-nordic;Euro-Nordic;;;;;;;;;;;;x;
vinlander;Vymlander;;;;;;;;;;;;x;
marklander;Markman;;;;;;;;;;;;x;
michigaanisch;Michigaanisch;;;;;;;;;;;;x;
chamerian;Chamerian;;;;;;;;;;;;x;
amero_baltic;Amero-Baltic;;;;;;;;;;;;x;
lietuvin;Lietuvin;;;;;;;;;;;;x;
aroostois;Aroostois;;;;;;;;;;;;x;
eastern_algonquian;Eastern Algonquian;;;;;;;;;;;;x;
penobscot;Panawahpskewi;;;;;;;;;;;;x;
hindi;Hindi;;;;;;;;;;;;x;
amero_arabic;Amriqi;;;;;;;;;;;;x;
amero_hebraic;Amero-Hebraic;;;;;;;;;;;;x;
mizrahi;Mizrahi;;;;;;;;;;;;x;
misryeen;Misryeen;;;;;;;;;;;;x;
catskiller;Catskiller;;;;;;;;;;;;x;
watchers;Watcher;;;;;;;;;;;;x;
amero_slavic;Amero-Slavic;;;;;;;;;;;;x;
slovanksy;Slovenski;;;;;;;;;;;;x;
czechoslovak;Sloveency;;;;;;;;;;;;x;
muskogean;Muskogean;;;;;;;;;;;;x;
muskogee;Mvskoke;;;;;;;;;;;;x;
seminole;Seminole;;;;;;;;;;;;x;
czeskoslovensky;Czeskoslovensky;;;;;;;;;;;;x;
jugoslavenski;Jugoslavenski;;;;;;;;;;;;x;
caribeno;Caribeño;;;;;;;;;;;;x;
cubano;Cubano;;;;;;;;;;;;x;
oriental;Oriental;;;;;;;;;;;;x;
dominicano;Dominicano;;;;;;;;;;;;x;
franco_caribbean;Franco-Caraibes;;;;;;;;;;;;x;
antillais;Antillais;;;;;;;;;;;;x;
haitian;Ayisyen;;;;;;;;;;;;x;
jamaican;Jamiekan;;;;;;;;;;;;x;
caribbanglo;Caribbanglo;;;;;;;;;;;;x;
boricua;Boricua;;;;;;;;;;;;x;
anglo_caribbean;Anglo-Caribbean;;;;;;;;;;;;x;
franco_canadian;Franco-Canadien;;;;;;;;;;;;x;
illinoisais;Illinoisais;;;;;;;;;;;;x;
badgerlander;Badgerlander;;;;;;;;;;;;x;
thunderlander;Thunderlander;;;;;;;;;;;;x;
yooper;Yooper;;;;;;;;;;;;x;
lakeman;Lakeman;;;;;;;;;;;;x;
ameropolski;Jeziorni;;;;;;;;;;;;x;
florintoi;Florintoi;;;;;;;;;;;;x;
intianoi;Intiánoi;;;;;;;;;;;;x;
lil_egyptian;Egyptian;;;;;;;;;;;;x;
nortarian;Nortarian;;;;;;;;;;;;x;
mikmaq;Mi'kmaq;;;;;;;;;;;;x;
ojibwe;Ojibwe;;;;;;;;;;;;x;
nipissing;Niipsing;;;;;;;;;;;;x;
algonquin;Anicinâbemowin;;;;;;;;;;;;x;
eastern_cree;Iyiyu;;;;;;;;;;;;x;
innu;Innu;;;;;;;;;;;;x;
moose_cree;Ililiw;;;;;;;;;;;;x;
cree;Cree;;;;;;;;;;;;x;
chippewa;Anishinaabemowin;;;;;;;;;;;;x;
saulteaux;Nakawemowin;;;;;;;;;;;;x;
potawatomi;Bodéwadmi;;;;;;;;;;;;x;
odawa;Daawaamwin;;;;;;;;;;;;x;
tennessee_korean;Tenesijuin;;;;;;;;;;;;x;
amero_koreanic;Amero-Koreanic;;;;;;;;;;;;x;
amero_koreanic_FEATURES;§Y*§! Can Castrate prisoners.;;;;;;;;;;;;x;
amero_finno_ugric;Amero-Finno-Ugric;;;;;;;;;;;;x;
amcsi;Amcsi;;;;;;;;;;;;x;
yupi;Yuopi;;;;;;;;;;;;x;
mishyghani;Mishighani;;;;;;;;;;;;x;
desi;Desin;;;;;;;;;;;;x;
darijois;Jantalonois;;;;;;;;;;;;x;
yiddish_QC;Neo-Zarphatic;;;;;;;;;;;;x;
kanadier;Kanadier;;;;;;;;;;;;x;
jayhawker;Jayhawker;;;;;;;;;;;;x;
plattean;Plattean;;;;;;;;;;;;x;
cornhusker;Cornhusker;;;;;;;;;;;;x;
caddoan;Caddoan;;;;;;;;;;;;x;
caddo;Hasí:nay;;;;;;;;;;;;x;
wichita;Kitikiti'sh;;;;;;;;;;;;x;
choctaw;Chahta;;;;;;;;;;;;x;
chickasaw;Chikashsha;;;;;;;;;;;;x;
quapaw;Ogáxpa;;;;;;;;;;;;x;
shawnee;Sawanwa;;;;;;;;;;;;x;
osage;Wažáže;;;;;;;;;;;;x;
omaha;Umoho;;;;;;;;;;;;x;
fox;Othâkîwaki;;;;;;;;;;;;x;
plains_apache;Na'isha;;;;;;;;;;;;x;
kiowa;Cáuigú;;;;;;;;;;;;x;
comanche;Numunuu;;;;;;;;;;;;x;
arapaho;Hinono'eino;;;;;;;;;;;;x;
cheyenne;Heévâhetaneo'o;;;;;;;;;;;;x;
okie;Okie;;;;;;;;;;;;x;
plains_algonquian;Plains Algonquian;;;;;;;;;;;;x;
numic;Numic;;;;;;;;;;;;x;
tanoan;Tanoan;;;;;;;;;;;;x;
southern_athabaskan;Southern Athabaskan;;;;;;;;;;;;x;
menominee;Mamaceqtaw;;;;;;;;;;;;x;
chiwere;Jíwere;;;;;;;;;;;;x;
winnebago;Hoocak;;;;;;;;;;;;x;
amero_japonic;Amero-Japonic;;;;;;;;;;;;x;
amero_japonic_FEATURES;§Y*§! Can Castrate prisoners.\n§Y*§! This culture deeply believes in the concept of honour on the battlefield;;;;;;;;;;;;x;
kanadajin;Kanadajin;;;;;;;;;;;;x;
amero_aramaic;Amero-Aramaic;;;;;;;;;;;;x;
ameroassyrian;Amesurayan;;;;;;;;;;;;x;
chicano;Chicano;;;;;;;;;;;;x;
arizonense;Arizonense;;;;;;;;;;;;x;
neomexicano;Neomexicano;;;;;;;;;;;;x;
keres;Keres;;;;;;;;;;;;x;
zuni;Shiwi'ma;;;;;;;;;;;;x;
towa;Towa;;;;;;;;;;;;x;
tewa;Tewa;;;;;;;;;;;;x;
tiwa;Tiwa;;;;;;;;;;;;x;
mescalero;Naa'dahéndé;;;;;;;;;;;;x;
jicarilla;Abáachi;;;;;;;;;;;;x;
navajo;Diné;;;;;;;;;;;;x;
newmexican;New Mexican;;;;;;;;;;;;x;
norteno;Norteño;;;;;;;;;;;;x;
oaxaqueno;Fraylescano;;;;;;;;;;;;x;
mephaa;Me'phaa;;;;;;;;;;;;x;
amuzgo;Ñondá;;;;;;;;;;;x;
sonorense;Sonorense;;;;;;;;;;;;x;
sinaloense;Sinaloense;;;;;;;;;;;;x;
north_mexican;North Mexicano;;;;;;;;;;;;x;
tejano;Tejano;;;;;;;;;;;;x;
regio;Regio;;;;;;;;;;;;x;
west_texan;West Texan;;;;;;;;;;;;x;
west_texan_opinion;[west_texan.GetGroupName] Opinion;;;;;;;;;;;;x;
ranchlander;Ranchlander;;;;;;;;;;;;x;
dallasian;Dallasian;;;;;;;;;;;;x;
houstonian;Houstonian;;;;;;;;;;;;x;
east_texan;East Texan;;;;;;;;;;;;x;
east_texan_opinion;[east_texan.GetGroupName] Opinion;;;;;;;;;;;;x;
wiscongerman;Wüchkanischer;;;;;;;;;;;;x;
amero_hmongic;Amero-Hmongic;;;;;;;;;;;;x;
amero_hmongic_FEATURES;§Y*§! Can Castrate prisoners.;;;;;;;;;;;;x;
hmong;Hmong;;;;;;;;;;;;x;
amero_cushitic;Amero-Cushitic;;;;;;;;;;;;x;
somali;Soomaali;;;;;;;;;;;;x;
crow;Apsáalooke;;;;;;;;;;;;x;
blackfoot;Niitsitapi;;;;;;;;;;;;x;
haida_group;Haida;;;;;;;;;;;;x;
haida;Xaayda;;;;;;;;;;;;x;

# Haida stuff
count_haida;'Láanaa;;;;;;;;;x
count_female_haida;'Láanaa;;;;;;;;;x
duke_haida;Íitl'aagíid;;;;;;;;;x
duke_female_haida;Íitl'aagíid;;;;;;;;;x
king_haida;Gidansda;;;;;;;;;x
king_female_haida;Gidansda;;;;;;;;;x
emperor_haida;K'ul;;;;;;;;;x
emperor_female_haida;K'ul;;;;;;;;;x
