#NENW,,,,,
,,,,,
choose_arboreal_patron;Choose a Patron Diety;;;;;;;;;;;;;x,,,,,
choose_arboreal_patron_desc;The Arboreal faith has many Gods. I should associate myself with one of them.;;;;;;;;;;;;;x,,,,,
arboreal1Desc;The Great Architect is the creator of the universe, but there are many gods that can be worshiped among the Arboreal faithful, while others must be kept away. You should choose one to follow.;;;;;;;;;;;;;x,,,
tb_culture_wicker_1_desc;These grounds house the proud swordsmen of the Wicker. They break up the enemy armies with their unyielding spirit.;;;;;;;;;;;;x,,,,,
,,,,,
ca_culture_connec_1;Nutmegger Foot Guards Smithery;;;;;;;;;;;;;x,,,,,
ca_culture_connec_1;Nutmegger Foot Guards Smithery;;;;;;;;;;;;;x,,,,,
ca_culture_connec_1;Nutmegger Foot Guards Smithery;;;;;;;;;;;;;x,,,,,
ca_culture_connec_1;Nutmegger Foot Guards Smithery;;;;;;;;;;;;;x,,,,,
ca_culture_connec_1_desc;The Foot Guards of Connecticut are the successors of the Governor's Guards serving as Mercenaries or local Lords and Merchants alike known by their Scarlet Coats and Shakos. They fight in pike formations with handgunner support.;;;;;;;;;;;;;x,,,,,
tb_culture_connec_1;Nutmegger Foot Guards Smithy;;;;;;;;;;;;;x,,,,,
tb_culture_connec_2;Nutmegger Foot Guards Smithy;;;;;;;;;;;;;x,,,,,
tb_culture_connec_3;Nutmegger Foot Guards Smithy;;;;;;;;;;;;;x,,,,,
tb_culture_connec_4;Nutmegger Foot Guards Smithy;;;;;;;;;;;;;x,,,,,
,,,,,
ca_culture_boston_1;National Lancers Stables;;;;;;;;;;;;;x,,,,,
ca_culture_boston_2;National Lancers Stables;;;;;;;;;;;;;x,,,,,
ca_culture_boston_3;National Lancers Stables;;;;;;;;;;;;;x,,,,,
ca_culture_boston_4;National Lancers Stables;;;;;;;;;;;;;x,,,,,
tb_culture_boston_1;National Lancers Fields;;;;;;;;;;;;;x,,,,,
tb_culture_boston_2;National Lancers Fields;;;;;;;;;;;;;x,,,,,
tb_culture_boston_3;National Lancers Fields;;;;;;;;;;;;;x,,,,,
tb_culture_boston_4;National Lancers Fields;;;;;;;;;;;;;x,,,,,
ca_culture_boston_1_desc;Massachusetts is home to the National Lancers, created as a cavalry militia ages ago which has fought in wars across the world. Their presence on the battlefield often gives morale to people of Massachusetts with their famed charges.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_vermont_1;Green Mountaineer Armory;;;;;;;;;;;;;x,,,,,
ca_culture_vermont_2;Green Mountaineer Armory;;;;;;;;;;;;;x,,,,,
ca_culture_vermont_3;Green Mountaineer Armory;;;;;;;;;;;;;x,,,,,
ca_culture_vermont_4;Green Mountaineer Armory;;;;;;;;;;;;;x,,,,,
ca_culture_vermont_1_desc;These armories house Vyrmont's finest Green Mountaineers. The Green Mountaineers are an antediviludian unit with roots in Vyrmont, and these men seek to emulate the spirit of their forefathers.;;;;;;;;;;;;;x,,,,
tb_culture_vermont_1;Green Mountaineer Smithy;;;;;;;;;;;;;x,,,,,
tb_culture_vermont_2;Green Mountaineer Smithy;;;;;;;;;;;;;x,,,,,
tb_culture_vermont_3;Green Mountaineer Smithy;;;;;;;;;;;;;x,,,,,
tb_culture_vermont_4;Green Mountaineer Smithy;;;;;;;;;;;;;x,,,,,
tb_culture_vermont_1_desc;These smithies house Vyrmont's finest Green Mountaineers. The Green Mountaineers are an antediviludian unit with roots in Vyrmont, and these men seek to emulate the spirit of their forefathers.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_albmonter_1;Albmonter Skirmisher Armory;;;;;;;;;;;;;x,,,,,
ca_culture_albmonter_2;Albmonter Skirmisher Armory;;;;;;;;;;;;;x,,,,,
ca_culture_albmonter_3;Albmonter Skirmisher Armory;;;;;;;;;;;;;x,,,,,
ca_culture_albmonter_4;Albmonter Skirmisher Armory;;;;;;;;;;;;;x,,,,,
ca_culture_albmonter_1_desc;These armories house the skirmishers of Albmoner heritage, guarding their lands from enemies in the horizon.;;;;;;;;;;;;;x,,,,
tb_culture_albmonter_1;Albmonter Skirmisher Fields;;;;;;;;;;;;;x,,,,,
tb_culture_albmonter_2;Albmonter Skirmisher Fields;;;;;;;;;;;;;x,,,,,
tb_culture_albmonter_3;Albmonter Skirmisher Fields;;;;;;;;;;;;;x,,,,,
tb_culture_albmonter_4;Albmonter Skirmisher Fields;;;;;;;;;;;;;x,,,,,
tb_culture_albmonter_1_desc;These fields house the skirmishers of Albmoner heritage, guarding their lands from enemies in the horizon.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_mainer_1;Mainer Guardsmen Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_mainer_2;Mainer Guardsmen Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_mainer_3;Mainer Guardsmen Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_mainer_4;Mainer Guardsmen Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_mainer_1_desc;These barracks house the guardsmen who keep the peace in Maine. They are trained men who know the in and outs of their land, and can therefore assume any position against enemies with ease.;;;;;;;;;;;;;x,,,,
ca_fog_wardens_1;Fog Wardens;;;;;;;;;;;;;x,,,,,
ca_fog_wardens_1_desc;These pre-Event lighthouses have been converted into outposts housing many soldiers and watchmen. They endlessly watch over the ocean before them, both to look out for danger and to guard those who venture out to fish and whale.;;;;;;;;;;;;;x,,,,
tb_fog_wardens_1;Fog Wardens;;;;;;;;;;;;;x,,,,,
tb_fog_wardens_1_desc;These pre-Event lighthouses have been converted into outposts housing many soldiers and watchmen. They endlessly watch over the ocean before them, both to look out for danger and to guard those who venture out to fish and whale.;;;;;;;;;;;;;x,,,,
tb_culture_mainer_1;Mainer Guardsmen Proving Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_mainer_2;Mainer Guardsmen Proving Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_mainer_3;Mainer Guardsmen Proving Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_mainer_4;Mainer Guardsmen Proving Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_mainer_1_desc;These grounds house the guardsmen who keep the peace in Maine. They are trained men who know the in and outs of their land, and can therefore assume any position against enemies with ease.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_goldengater_1;Goldengater Mariner Ports;;;;;;;;;;;;;x,,,,,
ca_culture_goldengater_2;Goldengater Mariner Ports;;;;;;;;;;;;;x,,,,,
ca_culture_goldengater_3;Goldengater Mariner Ports;;;;;;;;;;;;;x,,,,,
ca_culture_goldengater_4;Goldengater Mariner Ports;;;;;;;;;;;;;x,,,,,
tb_culture_goldengater_1;Goldengater Mariner Docks;;;;;;;;;;;;;x,,,,,
tb_culture_goldengater_2;Goldengater Mariner Docks;;;;;;;;;;;;;x,,,,,
tb_culture_goldengater_3;Goldengater Mariner Docks;;;;;;;;;;;;;x,,,,,
tb_culture_goldengater_4;Goldengater Mariner Docks;;;;;;;;;;;;;x,,,,,
ca_culture_goldengater_1_desc;The Goldengater Mariners are fishermen drafted for serving the force. Their hardy attitude bleeds over to the battlefield, unbreaking against any wave.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_valleyan_1;Valleyan Rancher Stables;;;;;;;;;;;;;x,,,,,
ca_culture_valleyan_2;Valleyan Rancher Stables;;;;;;;;;;;;;x,,,,,
ca_culture_valleyan_3;Valleyan Rancher Stables;;;;;;;;;;;;;x,,,,,
ca_culture_valleyan_4;Valleyan Rancher Stables;;;;;;;;;;;;;x,,,,,
tb_culture_valleyan_1;Valleyan Rancher Fields;;;;;;;;;;;;;x,,,,,
tb_culture_valleyan_2;Valleyan Rancher Fields;;;;;;;;;;;;;x,,,,,
tb_culture_valleyan_3;Valleyan Rancher Fields;;;;;;;;;;;;;x,,,,,
tb_culture_valleyan_4;Valleyan Rancher Fields;;;;;;;;;;;;;x,,,,,
ca_culture_valleyan_1_desc;The Valleyan Ranchers are frontiersmen who alert enemy positions to their allies. Do not be fooled by their job however, as they can become the responding force instead.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_siliconite_1;Siliconite Guardsmen Armory;;;;;;;;;;;;;x,,,,,
ca_culture_siliconite_2;Siliconite Guardsmen Armory;;;;;;;;;;;;;x,,,,,
ca_culture_siliconite_3;Siliconite Guardsmen Armory;;;;;;;;;;;;;x,,,,,
ca_culture_siliconite_4;Siliconite Guardsmen Armory;;;;;;;;;;;;;x,,,,,
tb_culture_siliconite_1;Siliconite Guardsmen Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_siliconite_2;Siliconite Guardsmen Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_siliconite_3;Siliconite Guardsmen Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_siliconite_4;Siliconite Guardsmen Grounds;;;;;;;;;;;;;x,,,,,
ca_culture_siliconite_1_desc;The Siliconite Guardsmen are heavily armored men who march around their respective realm. Unmovable in defense, they are sometimes compared to forts in their defensive prowress.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_winelander_1;Winelander Infantry Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_winelander_2;Winelander Infantry Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_winelander_3;Winelander Infantry Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_winelander_4;Winelander Infantry Barracks;;;;;;;;;;;;;x,,,,,
tb_culture_winelander_1;Winelander Infantry Halls;;;;;;;;;;;;;x,,,,,
tb_culture_winelander_2;Winelander Infantry Halls;;;;;;;;;;;;;x,,,,,
tb_culture_winelander_3;Winelander Infantry Halls;;;;;;;;;;;;;x,,,,,
tb_culture_winelander_4;Winelander Infantry Halls;;;;;;;;;;;;;x,,,,,
ca_culture_winelander_1_desc;The Winelander Infantry are renowned for their rage-filled attacks. Smart leaders do not engage against them, lest they face their wrath.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_jeffersonian_1;Jeffersonian Forest Ranger Station;;;;;;;;;;;;;x,,,,,
ca_culture_jeffersonian_2;Jeffersonian Forest Ranger Station;;;;;;;;;;;;;x,,,,,
ca_culture_jeffersonian_3;Jeffersonian Forest Ranger Station;;;;;;;;;;;;;x,,,,,
ca_culture_jeffersonian_4;Jeffersonian Forest Ranger Station;;;;;;;;;;;;;x,,,,,
tb_culture_jeffersonian_1;Jeffersonian Forest Ranger Outposts;;;;;;;;;;;;;x,,,,,
tb_culture_jeffersonian_2;Jeffersonian Forest Ranger Outposts;;;;;;;;;;;;;x,,,,,
tb_culture_jeffersonian_3;Jeffersonian Forest Ranger Outposts;;;;;;;;;;;;;x,,,,,
tb_culture_jeffersonian_4;Jeffersonian Forest Ranger Outposts;;;;;;;;;;;;;x,,,,,
ca_culture_jeffersonian_1_desc;The Forest Rangers of Jefferson have served for the preservation of forests ever since before the Event. Agile and sneaky, they clear out any miscreant that tries to defile their sacred groves.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_cascadian_1;Cascadian Forest Ranger Station;;;;;;;;;;;;;x,,,,,
ca_culture_cascadian_2;Cascadian Forest Ranger Station;;;;;;;;;;;;;x,,,,,
ca_culture_cascadian_3;Cascadian Forest Ranger Station;;;;;;;;;;;;;x,,,,,
ca_culture_cascadian_4;Cascadian Forest Ranger Station;;;;;;;;;;;;;x,,,,,
tb_culture_cascadian_1;Cascadian Forest Ranger Outposts;;;;;;;;;;;;;x,,,,,
tb_culture_cascadian_2;Cascadian Forest Ranger Outposts;;;;;;;;;;;;;x,,,,,
tb_culture_cascadian_3;Cascadian Forest Ranger Outposts;;;;;;;;;;;;;x,,,,,
tb_culture_cascadian_4;Cascadian Forest Ranger Outposts;;;;;;;;;;;;;x,,,,,
ca_culture_cascadian_1_desc;The Forest Rangers of Cascadia have served for the preservation of forests ever since before the Event. Heavy-hitting and fast, they dispatch any miscreant who dares defile or loiter their divine forests.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_neo-latin_1;Neolatinum Legionnaire Armory;;;;;;;;;;;;;x,,,,,
ca_culture_neo-latin_2;Neolatinum Legionnaire Armory;;;;;;;;;;;;;x,,,,,
ca_culture_neo-latin_3;Neolatinum Legionnaire Armory;;;;;;;;;;;;;x,,,,,
ca_culture_neo-latin_4;Neolatinum Legionnaire Armory;;;;;;;;;;;;;x,,,,,
tb_culture_neo-latin_1;Neolatinum Legionnaire Camps;;;;;;;;;;;;;x,,,,,
tb_culture_neo-latin_2;Neolatinum Legionnaire Camps;;;;;;;;;;;;;x,,,,,
tb_culture_neo-latin_3;Neolatinum Legionnaire Camps;;;;;;;;;;;;;x,,,,,
tb_culture_neo-latin_4;Neolatinum Legionnaire Camps;;;;;;;;;;;;;x,,,,,
"ca_culture_neo-latin_1_desc;The Legionnaires are a ""revived"" version of the historical counterpart. Using the same weapons", they strike with conviction and strength.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_doukhobors_1;Doukhobor Swordsmen Smithery;;;;;;;;;;;;;x,,,,,
ca_culture_doukhobors_2;Doukhobor Swordsmen Smithery;;;;;;;;;;;;;x,,,,,
ca_culture_doukhobors_3;Doukhobor Swordsmen Smithery;;;;;;;;;;;;;x,,,,,
ca_culture_doukhobors_4;Doukhobor Swordsmen Smithery;;;;;;;;;;;;;x,,,,,
tb_culture_doukhobors_1;Doukhobor Swordsmen Camps;;;;;;;;;;;;;x,,,,,
tb_culture_doukhobors_2;Doukhobor Swordsmen Camps;;;;;;;;;;;;;x,,,,,
tb_culture_doukhobors_3;Doukhobor Swordsmen Camps;;;;;;;;;;;;;x,,,,,
tb_culture_doukhobors_4;Doukhobor Swordsmen Camps;;;;;;;;;;;;;x,,,,,
ca_culture_doukhobors_1_desc;The Doukhobor Swordsmen are highly fanatical warriors who will willingly swing their swords agaist the enemy, no matter the situation.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_alaskan_1;Ulaskun Raider Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_alaskan_2;Ulaskun Raider Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_alaskan_3;Ulaskun Raider Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_alaskan_4;Ulaskun Raider Barracks;;;;;;;;;;;;;x,,,,,
tb_culture_alaskan_1;Ulaskun Raider Proving Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_alaskan_2;Ulaskun Raider Proving Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_alaskan_3;Ulaskun Raider Proving Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_alaskan_4;Ulaskun Raider Proving Grounds;;;;;;;;;;;;;x,,,,,
ca_culture_alaskan_1_desc;The Ulaskun Raiders are highly feared berserkers who roam the seas of the North Pacific. Their rage-filled attacks leave enemy forces down on the ground, and realms ripe for ransacking.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_zouave_lui_1;Louisiana Tiger Range;;;;;;;;;;;;;x,,,,,
ca_culture_zouave_lui_2;Louisiana Tiger Range;;;;;;;;;;;;;x,,,,,
ca_culture_zouave_lui_3;Louisiana Tiger Range;;;;;;;;;;;;;x,,,,,
ca_culture_zouave_lui_4;Louisiana Tiger Range;;;;;;;;;;;;;x,,,,,
tb_culture_zouave_lui_1;Louisiana Tiger Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_zouave_lui_2;Louisiana Tiger Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_zouave_lui_3;Louisiana Tiger Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_zouave_lui_4;Louisiana Tiger Grounds;;;;;;;;;;;;;x,,,,,
ca_culture_zouave_lui_1_desc;Louisiana Tigers are similar to the Zouaves of the Mississipian Empire, yet are said to have existed ages before the Empire came to be. They fight with guerrilla tactics against their opponents, with few even having access to texan firearms.;;;;;;;;;;;;;x,,,
,,,,,
ca_culture_zouave_missi_1;Chicago Zouave Range;;;;;;;;;;;;;x,,,,,
ca_culture_zouave_missi_2;Chicago Zouave Range;;;;;;;;;;;;;x,,,,,
ca_culture_zouave_missi_3;Chicago Zouave Range;;;;;;;;;;;;;x,,,,,
ca_culture_zouave_missi_1;Chicago Zouave Range;;;;;;;;;;;;;x,,,,,
tb_culture_zouave_missi_1;Chicago Zouave Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_zouave_missi_2;Chicago Zouave Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_zouave_missi_3;Chicago Zouave Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_zouave_missi_4;Chicago Zouave Grounds;;;;;;;;;;;;;x,,,,,
ca_culture_zouave_missi_1_desc;The Zouaves of Chicago are an unique sight in the Northern Mississippi, wearing red felt hats and chasseur trousers. Their renown comes from their combat prowess, fast movement, and exceptional marksmanship. This has lead to Zouaves becoming widespread trough out the Mississippi.;;;;;;;;;;;;;x,,
,,,,,
ca_culture_hudsunite_1;Hudsunite Infantry Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_hudsunite_2;Hudsunite Infantry Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_hudsunite_3;Hudsunite Infantry Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_hudsunite_4;Hudsunite Infantry Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_hudsunite_1_desc;These barracks train the proud infantry born from the banks of the Hudson River. These men specialize in both offense and defense, giving their enemies shock.;;;;;;;;;;;;;x,,,,
tb_culture_hudsunite_1;Hudsunite Infantry Shacks;;;;;;;;;;;;;x,,,,,
tb_culture_hudsunite_2;Hudsunite Infantry Shacks;;;;;;;;;;;;;x,,,,,
tb_culture_hudsunite_3;Hudsunite Infantry Shacks;;;;;;;;;;;;;x,,,,,
tb_culture_hudsunite_4;Hudsunite Infantry Shacks;;;;;;;;;;;;;x,,,,,
tb_culture_hudsunite_1_desc;These shacks train the proud infantry born from the banks of the Hudson River. These men specialize in both offense and defense, giving their enemies shock.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_catskiller_1;Catskiller Archer Range;;;;;;;;;;;;;x,,,,,
ca_culture_catskiller_2;Catskiller Archer Range;;;;;;;;;;;;;x,,,,,
ca_culture_catskiller_3;Catskiller Archer Range;;;;;;;;;;;;;x,,,,,
ca_culture_catskiller_4;Catskiller Archer Range;;;;;;;;;;;;;x,,,,,
ca_culture_catskiller_1_desc;These ranges train the archers of the Catskiller, who hail down their flurry of arrows with relative ease.;;;;;;;;;;;;;x,,,,
tb_culture_catskiller_1;Catskiller Archer Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_catskiller_2;Catskiller Archer Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_catskiller_3;Catskiller Archer Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_catskiller_4;Catskiller Archer Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_catskiller_1_desc;These grounds train the archers of the Catskiller, who hail down their flurry of arrows with relative ease.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_finger_laker_1;Fingerlaiker Skirmisher Drillhouse;;;;;;;;;;;;;x,,,,,
ca_culture_finger_laker_2;Fingerlaiker Skirmisher Drillhouse;;;;;;;;;;;;;x,,,,,
ca_culture_finger_laker_3;Fingerlaiker Skirmisher Drillhouse;;;;;;;;;;;;;x,,,,,
ca_culture_finger_laker_4;Fingerlaiker Skirmisher Drillhouse;;;;;;;;;;;;;x,,,,,
ca_culture_finger_laker_1_desc;These houses drill the skirmishers of the Fingerlaiker. They guard the frontiers of the realm, keeping off any straglers who dare come near.;;;;;;;;;;;;;x,,,,
tb_culture_finger_laker_1;Fingerlaiker Skirmisher Proving Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_finger_laker_2;Fingerlaiker Skirmisher Proving Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_finger_laker_3;Fingerlaiker Skirmisher Proving Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_finger_laker_4;Fingerlaiker Skirmisher Proving Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_finger_laker_1_desc;These grounds drill the skirmishers of the Fingerlaiker. They guard the frontiers of the realm, keeping off any straglers who dare come near.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_associators_1;Associator Hall;;;;;;;;;;;;;x,,,,,
ca_culture_associators_2;Associator Hall;;;;;;;;;;;;;x,,,,,
ca_culture_associators_3;Associator Hall;;;;;;;;;;;;;x,,,,,
ca_culture_associators_4;Associator Hall;;;;;;;;;;;;;x,,,,,
tb_culture_associators_1;Associator Meeting Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_associators_2;Associator Meeting Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_associators_3;Associator Meeting Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_associators_4;Associator Meeting Grounds;;;;;;;;;;;;;x,,,,,
ca_culture_associators_1_desc;The Associators are a antediviludian group of Pennsylvanians who were volunteer militias who fought for Old America. Today, these men are of the same volunteer nature, helping whoever needs aid.;;;;;;;;;;;;;x,,,
,,,,,
ca_culture_gaoshan_1;Gaoshan Crossbow Range;;;;;;;;;;;;;x,,,,,
ca_culture_gaoshan_2;Gaoshan Crossbow Range;;;;;;;;;;;;;x,,,,,
ca_culture_gaoshan_3;Gaoshan Crossbow Range;;;;;;;;;;;;;x,,,,,
ca_culture_gaoshan_4;Gaoshan Crossbow Range;;;;;;;;;;;;;x,,,,,
tb_culture_gaoshan_1;Gaoshan Crossbow Camp;;;;;;;;;;;;;x,,,,,
tb_culture_gaoshan_2;Gaoshan Crossbow Camp;;;;;;;;;;;;;x,,,,,
tb_culture_gaoshan_3;Gaoshan Crossbow Camp;;;;;;;;;;;;;x,,,,,
tb_culture_gaoshan_4;Gaoshan Crossbow Camp;;;;;;;;;;;;;x,,,,,
ca_culture_gaoshan_1_desc;The Crossbowmen of Gaoshan are one of the best skirmishers the East Coast has to offer, having exceptional training from an early age and knowledge of their homeland.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_angcarib_1;Merikin Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_angcarib_2;Merikin Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_angcarib_3;Merikin Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_angcarib_4;Merikin Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_angcarib_1_desc;These Barracks house the Merikins, warriors who claim descent from freedmen of the North American continent who fought for an Empire in which the Sun never set.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_group_north_germanic_1_desc;Lake Superior is home to the Hockey Axemen, cladding themselves heavy armor and wielding unique axes which are told to have been used for generations in combat and sports.;;;;;;;;;x,,,,
ca_culture_group_north_germanic_1;Hockey Axemen Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_group_north_germanic_2;Hockey Axemen Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_group_north_germanic_3;Hockey Axemen Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_group_north_germanic_4;Hockey Axemen Barracks;;;;;;;;;;;;;x,,,,,
tb_culture_group_north_germanic_1;Hockey Axemen Camp;;;;;;;;;;;;;x,,,,,
tb_culture_group_north_germanic_2;Hockey Axemen Camp;;;;;;;;;;;;;x,,,,,
tb_culture_group_north_germanic_3;Hockey Axemen Camp;;;;;;;;;;;;;x,,,,,
tb_culture_group_north_germanic_4;Hockey Axemen Camp;;;;;;;;;;;;;x,,,,,
,,,,,
ca_culture_albertan_1;Albertan Infantry Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_albertan_2;Albertan Infantry Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_albertan_3;Albertan Infantry Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_albertan_4;Albertan Infantry Barracks;;;;;;;;;;;;;x,,,,,
tb_culture_albertan_1;Albertan Infantry Camp;;;;;;;;;;;;;x,,,,,
tb_culture_albertan_2;Albertan Infantry Camp;;;;;;;;;;;;;x,,,,,
tb_culture_albertan_3;Albertan Infantry Camp;;;;;;;;;;;;;x,,,,,
tb_culture_albertan_4;Albertan Infantry Camp;;;;;;;;;;;;;x,,,,,
ca_culture_albertan_1_desc;The Albertan Infantry are men who defend the realms of Alberta with pride. Their excellent defence makes them perfect walls against any enemy at the gates.;;;;;;;;;;;;;x,,,,,
,,,,,
ca_culture_flatlander_1;Flatlander Cavalrymen Stables;;;;;;;;;;;;;x,,,,,
ca_culture_flatlander_2;Flatlander Cavalrymen Stables;;;;;;;;;;;;;x,,,,,
ca_culture_flatlander_3;Flatlander Cavalrymen Stables;;;;;;;;;;;;;x,,,,,
ca_culture_flatlander_4;Flatlander Cavalrymen Stables;;;;;;;;;;;;;x,,,,,
tb_culture_flatlander_1;Flatlander Cavalrymen Fields;;;;;;;;;;;;;x,,,,,
tb_culture_flatlander_2;Flatlander Cavalrymen Fields;;;;;;;;;;;;;x,,,,,
tb_culture_flatlander_3;Flatlander Cavalrymen Fields;;;;;;;;;;;;;x,,,,,
tb_culture_flatlander_4;Flatlander Cavalrymen Fields;;;;;;;;;;;;;x,,,,,
ca_culture_flatlander_1_desc;The Flatlander Cavalrymen are horsemen who ride towards the praries with high spirits and vicious offense. With their camaraderie towards each other, they fight side by side with unbreaking resolve.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_yupi_1;Jaakeri Range;;;;;;;;;;;;;x,,,,,
ca_culture_yupi_2;Jaakeri Range;;;;;;;;;;;;;x,,,,,
ca_culture_yupi_3;Jaakeri Range;;;;;;;;;;;;;x,,,,,
ca_culture_yupi_4;Jaakeri Range;;;;;;;;;;;;;x,,,,,
tb_culture_yupi_1;Jaakeri Camp;;;;;;;;;;;;;x,,,,,
tb_culture_yupi_2;Jaakeri Camp;;;;;;;;;;;;;x,,,,,
tb_culture_yupi_3;Jaakeri Camp;;;;;;;;;;;;;x,,,,,
tb_culture_yupi_4;Jaakeri Camp;;;;;;;;;;;;;x,,,,,
ca_culture_yupi_1_desc;The Jaakeri are a notable ranger unit. With knowledge of the forest in the back of their palms, they effortlessly hunt down their adversaries.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_usa_camel_1;Southwestern Camelry;;;;;;;;;;;;;x,,,,,
ca_culture_usa_camel_2;Southwestern Camelry;;;;;;;;;;;;;x,,,,,
ca_culture_usa_camel_2;Southwestern Camelry;;;;;;;;;;;;;x,,,,,
ca_culture_usa_camel_4;Southwestern Camelry;;;;;;;;;;;;;x,,,,,
tb_culture_usa_camel_1;Southwestern Camelry;;;;;;;;;;;;;x,,,,,
tb_culture_usa_camel_2;Southwestern Camelry;;;;;;;;;;;;;x,,,,,
tb_culture_usa_camel_3;Southwestern Camelry;;;;;;;;;;;;;x,,,,,
tb_culture_usa_camel_4;Southwestern Camelry;;;;;;;;;;;;;x,,,,,
ca_culture_usa_camel_1_desc;Camelry is an unique phenomenon among the people of the Southwest," with tales told of a far away land called ""Africa"" where their ancestors brought them from. Camels have become the most widely used mounts in these regions thanks to their adaption to the climate and large population thanks to wild populations and breeding.;;;;;;;;;;;;;x",,,,
,,,,,
ca_culture_pnw_camel_1;Northwestern Camelry;;;;;;;;;;;;;x,,,,,
ca_culture_pnw_camel_2;Northwestern Camelry;;;;;;;;;;;;;x,,,,,
ca_culture_pnw_camel_3;Northwestern Camelry;;;;;;;;;;;;;x,,,,,
ca_culture_pnw_camel_4;Northwestern Camelry;;;;;;;;;;;;;x,,,,,
tb_culture_pnw_camel_1;Northwestern Camelry;;;;;;;;;;;;;x,,,,,
tb_culture_pnw_camel_2;Northwestern Camelry;;;;;;;;;;;;;x,,,,,
tb_culture_pnw_camel_3;Northwestern Camelry;;;;;;;;;;;;;x,,,,,
tb_culture_pnw_camel_4;Northwestern Camelry;;;;;;;;;;;;;x,,,,,
