EVTDESC_aquarian_3023;Yoga is perhaps the most ancient and well-developed of the mystic arts, a seamless union of bodily exercise with spiritual fortitude. As you direct your body into stretches and poses practiced for millennia, you feel both relief and harmony flow from your core to your extermities. On this mat, you are a puzzle piece that has found its place in the grandeur of the universe.;;;;;;;;;;x
EVTOPTA_aquarian_3023;A union of exercising body and soul.;;;;;;;;;;x
EVTNAME_ASHTARI_1;The Command Marches;;;;;;;;;;x
EVTDESC_ASHTARI_1;For decades, the Ashtari movement has been considered by many to be just a fringe star cult, barely distinguishable from many others found on the Pacific Coast. The Ashtar Galactic Command, however, has been slowly bolstering its numbers over the years, building a grand army of zealots across the wastes. Driven out of hiding by Vice Commander Alistair, the Command now marches towards the vast Southwest with imperialist ambitions...;;;;;;;;;;x
EVTOPTA_ASHTARI_1;The infinite malignity of the stars!;;;;;;;;;;x
EVTOPTB_ASHTARI_1;It seems Aztlán is truly beyond redemption.;;;;;;;;;;x
EVTOPTC_ASHTARI_1;I wish California actually was separated by sea...;;;;;;;;;;x
EVTOPTD_ASHTARI_1;A great army, you say?;;;;;;;;;;x
EVTNAME_seattle_falls;The Fall of Seattle;;;;;;;;;;x
EVTDESC_seattle_falls;The crimson cross of the Templarists now flies over the Emerald City of Seattle, as the West Coast reels in shock. Ever since they emerged in the Templar Order's schism with the Dominionists, the aptly-named Templarists had been derided and met with contempt in their goals to rescue America from who they believe to be Satanists, infidels, and false Christians. Now they are met only with praise from their followers and horror from their enemies, and the Grandmaster of the Templar Order has announced that this conquest would mark the beginning of an epic series of holy wars - the Templarist Crusades.;;;;;;;;;;x
EVTOPTA_seattle_falls;Deus Vult!;;;;;;;;;;x
EVTOPTB_seattle_falls;These radicals do not speak for Christ.;;;;;;;;;;x
EVTOPTC_seattle_falls;The Templar Order belongs in the dustbin of history.;;;;;;;;;;x
EVTNAME_america_43;The Amish have had it too good for too long;;;;;;;;;;x
EVTDESC_america_43;Let us send an utimatum to the king of the Amish, who have ruled the east of Pennsylvania since the Event.;;;;;;;;;;x
EVTOPTA_america43;Send our demands.;;;;;;;;;;x
EVTNAME_america_44;An ultimatum from Washington;;;;;;;;;;x
EVTDESC_america_44;The President of the Columbian Empire has demanded our realm submit to their rule.;;;;;;;;;;x
EVTOPTA_america44;We have no choice but to submit;;;;;;;;;;x
EVTOPTB_america44;We will not bow to Washington!;;;;;;;;;;x
#Mending Schisms
EVTNAME_brighamite_mend_schism;The Schism is Mended;;;;;;;;;;x
EVTDESC_brighamite_mend_schism;After the Brighamites faced insult and rejection from the establishment in Salt Lake City for refusing to break from the old ways, at last we have triumphed! The Mormon homeland is ours at last, and we shall honor the legacy of Joseph Smith as was intended.;;;;;;;;;;x
EVTOPTA_brighamite_mend_schism;God be praised!;;;;;;;;;;x
EVTNAME_mormon_mend_schism;The Schism is Mended;;;;;;;;;;x
EVTDESC_mormon_mend_schism;After the Brighamites refused to change with the times and brought ruin to Salt Lake City, at last we have triumphed! The Mormon homeland is secured, and we shall honor the legacy of Joseph Smith as was intended.;;;;;;;;;;x
EVTOPTA_mormon_mend_schism;God be praised!;;;;;;;;;;x
EVTNAME_brighamite_schism_convert;Shall You Convert?;;;;;;;;;;x
EVTDESC_brighamite_schism_convert;The Brighamites have achieved dominance over the Latter-Day Saints, and now the remaining [mormon.GetName] faithful are being pressured to convert or be outcast as heretics. What is your decision?;;;;;;;;;;x
EVTOPTA_brighamite_schism_convert;Yes, I shall convert and become [brighamite.GetName].;;;;;;;;;;x
EVTOPTB_brighamite_schism_convert;No, I shall remain [mormon.GetName].;;;;;;;;;;x
EVTNAME_mormon_schism_convert;Shall You Convert?;;;;;;;;;;x
EVTDESC_mormon_schism_convert;The Salt Lake apostates have achieved dominance over the Latter-Day Saints, and now the remaining [brighamite.GetName] faithful are being pressured to convert or be outcast as heretics. What is your decision?;;;;;;;;;;x
EVTOPTA_mormon_schism_convert;Yes, I shall convert and become [mormon.GetName].;;;;;;;;;;x
EVTOPTB_mormon_schism_convert;No, I shall remain [brighamite.GetName].;;;;;;;;;;x

EVTNAME_guadalupano_mend_schism;The Schism is Mended;;;;;;;;;;x
EVTDESC_guadalupano_mend_schism;When the Patriarchate of Mexico established itself after the Event and began to crack down on the worship of folk saints, dissenters schismed into what became the Guadalupan Church. Centuries later, Mexico is now under [guadalupano.GetName] control and the reverence of folk saints is now permitted throughout the land. All but the most fervent [catholic.GetName] believers are certain to either convert or go into hiding, as a new chapter dawns on Mexico.;;;;;;;;;;x
EVTOPTA_guadalupano_mend_schism;God be praised!;;;;;;;;;;x
EVTNAME_guadalupano_schism_convert;Shall You Convert?;;;;;;;;;;x
EVTDESC_guadalupano_schism_convert;The [guadalupano.GetName] schismatics have achieved dominance over Mexico and the Church, and now the remaining [catholic.GetName] faithful are being pressured to convert or be outcast as heretics. What is your decision?;;;;;;;;;;x
EVTOPTA_guadalupano_schism_convert;Yes, I shall convert and become [guadalupano.GetName].;;;;;;;;;;x
EVTOPTB_guadalupano_schism_convert;No, I shall remain [catholic.GetName].;;;;;;;;;;x

EVTNAME_cristero_mend_schism;The Schism is Mended;;;;;;;;;;x
EVTDESC_cristero_mend_schism;When the Patriarchate of Mexico established itself after the Event and began to crack down on the worship of folk saints, dissenters schismed into what became the Guadalupan Church. Centuries later, the Cristero Church has theologically triumphed at last and the reverence of folk saints is now entirely forbidden throughout the land. All but the most fervent [guadalupano.GetName] believers are certain to either convert or go into hiding, as a new chapter dawns on Mexico.;;;;;;;;;;x
EVTOPTA_cristero_mend_schism;God be praised!;;;;;;;;;;x
EVTNAME_cristero_schism_convert;Shall You Convert?;;;;;;;;;;x
EVTDESC_cristero_schism_convert;The [catholic.GetName] schismatics have achieved dominance over Mexico and the Church, and now the remaining [guadalupano.GetName] faithful are being pressured to convert or be outcast as heretics. What is your decision?;;;;;;;;;;x
EVTOPTA_cristero_schism_convert;Yes, I shall convert and become [catholic.GetName].;;;;;;;;;;x
EVTOPTB_cristero_schism_convert;No, I shall remain [guadalupano.GetName].;;;;;;;;;;x
