#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
world_siberia;Siberia;;;;;;;;;;;;;x
tangut;Tangut;;;;;;;;;;;;;x
bodpa;B�dpa;;;;;;;;;;;;;x
nepali;Nepali;;;;;;;;;;;;;x
tibetan_group;Tibetic;;;;;;;;;;;x
d_trigarta;Trigarta;Trigarta;Trigarta;;Trigarta;;;;;;;;;x
d_trigarta_adj;Trigartan;trigartan;Trigartisch;;trigartano;;;;;;;;;x
b_daroot_korgon;Daroot-Korgon;Daroot-Korgon;Daroot-Korgon;;Daroot-Korgon;;;;;;;;;x
b_kala_panja;Kala Panja;Kala Panja;Qala Panja;;Kala Panja;;;;;;;;;x
b_vanj;Vanj;Vanj;Vanj;;Vanj;;;;;;;;;x
b_kardung;Kardung;Kardung;Kardung;;Kardung;;;;;;;;;x
b_kailash;Kailash;Kailash;Kailash;;Kailash;;;;;;;;;x
b_khandud;Khandud;Khandud;Khandud;;Khandud;;;;;;;;;x
b_khorugh;Khorugh;Khorugh;Khorugh;;Khorugh;;;;;;;;;x
b_darmadar;Darmadar;Darmadar;Darmadar;;Darmadar;;;;;;;;;x
c_pamir;Pamir;Pamir;Pamir;;Pamir;;;;;;;;;x
c_pamir_adj;Pamiran;pamirienne;Pamiran;;pamirano;;;;;;;;;x
e_tibet;Tibet;Tibet;Tibet;;T�bet;;;;;;;;;x
e_tibet_adj;Tibetan;tib�taine;Tibetisch;;tibetano;;;;;;;;;x
k_yarlung_adj;Yarlungi;yarlungi;Yarlungisch;;yarlungo;;;;;;;;;x
d_lhasa;Lhasa;Lhasa;Lhasa;;Lhasa;;;;;;;;;x
d_lhasa_adj;Lhasan;Lhasan;Lhasan;;Lhasan;;;;;;;;;x
c_lhasa;Lhasa;Lhassa;Lhasa;;Lhasa;;;;;;;;;x
c_lhasa_adj;Lhasan;lhassa;Lhasaisch;;lhasano;;;;;;;;;x
c_gyantse;Gyantse;Gyantse;Gyantse;;Gyantse;;;;;;;;;x
c_gyantse_adj;Gyantse;gyantse;Gyantsisch;;gyants�s;;;;;;;;;x
c_shigatse;Shigatse;Shigatse;Shigatse;;Shigatse;;;;;;;;;x
c_shigatse_adj;Shigatse;shigatse;Shigatsisch;;shigats�s;;;;;;;;;x
c_taktse;Taktse;Taktse;Taktse;;Taktse;;;;;;;;;x
c_taktse_adj;Taktse;taktse;Taktsisch;;takts�s;;;;;;;;;x
d_bhutan;Bhutan;Bhoutan;Bhutan;;But�n;;;;;;;;;x
d_bhutan_adj;Bhutanese;bhoutanaise;Bhutanesisch;;butan�s;;;;;;;;;x
c_bumthang;Bumthang;Bumthang;Bumthang;;Bumthang;;;;;;;;;x
c_bumthang_adj;Bumthangese;bumthang;Bumthangisch;;bumthangano;;;;;;;;;x
c_paro;Paro;Paro;Paro;;Paro;;;;;;;;;x
c_paro_adj;Paroi;paro;Paroisch;;paroi;;;;;;;;;x
c_sikkim;Sikkim;Sikkim;Sikkim;;Sikkim;;;;;;;;;x
c_sikkim_adj;Sikkimese;sikkim;Sikkimisch;;sikkim�s;;;;;;;;;x
d_sumparu;Sumparu;Sumparu;Sumparu;;Sumparu;;;;;;;;;x
d_sumparu_adj;Sumpari;sumparu;Sumparisch;;sumpar�;;;;;;;;;x
c_samtho;Samtho;Samtho;Samtho;;Samtho;;;;;;;;;x
c_samtho_adj;Samtho;samtho;Samthisch;;samthano;;;;;;;;;x
c_nagchu;Nagchu;Nagchu;Nagchu;;Nagchu;;;;;;;;;x
c_nagchu_adj;Nagchu;nagchu;Nagchuisch;;nangh�;;;;;;;;;x
c_nyima;Nyima;Nyima;Nyima;;Nyima;;;;;;;;;x
c_nyima_adj;Nyimese;nyima;Nyimaisch;;nyimano;;;;;;;;;x
c_gerze;Gerze;Gerze;Gerze;;Gerze;;;;;;;;;x
c_gerze_adj;Gerze;gerze;Gerzisch;;gerz�s;;;;;;;;;x
k_guge;Guge;Gug�;Guge;;Guge;;;;;;;;;x
k_guge_adj;Gugese;gug�e;Gugisch;;gugu�s;;;;;;;;;x
d_ngari;Ngari;Ngari;Ngari;;Ngari;;;;;;;;;x
d_ngari_adj;Ngari;ngari;Ngarisch;;ngar�;;;;;;;;;x
c_tsaparang;Tsaparang;Tsaparang;Tsaparang;;Tsaparang;;;;;;;;;x
c_tsaparang_adj;Tsaparangi;tsaparang;Tsaparangisch;;tsaparangano;;;;;;;;;x
c_gar;Gar;Gar;Gar;;Gar;;;;;;;;;x
c_gar_adj;Gari;gari;Garisch;;gar�;;;;;;;;;x
c_rutog;Rutog;Rutog;Rutog;;Rutog;;;;;;;;;x
c_rutog_adj;Rutogi;rutog;Rutogisch;;rutog�;;;;;;;;;x
c_kunlun;Kunlun;Kunlun;Kunlun;;Kunlun;;;;;;;;;x
c_kunlun_adj;Kunlun;kunlun;Kunlunisch;;kunlun�s;;;;;;;;;x
d_purang;Purang;Purang;Purang;;Purang;;;;;;;;;x
d_purang_adj;Purang;purang;Purangisch;;purangano;;;;;;;;;x
c_kyunglung;Kyunglung;Kyunglung;Kyunglung;;Kyunglung;;;;;;;;;x
c_kyunglung_adj;Kyunglungi;kyunglung;Kyunglungisch;;kyunglungano;;;;;;;;;x
c_purang;Purang;Purang;Purang;;Purang;;;;;;;;;x
c_purang_adj;Purangi;purang;Purangisch;;purangu�s;;;;;;;;;x
c_coqen;Coqen;Coqen;Coqen;;Coqen;;;;;;;;;x
c_coqen_adj;Coqeni;coqen;Coqenisch;;coqen�;;;;;;;;;x
c_mangyul;Mangyul;Mangyul;Mangyul;;Mangyul;;;;;;;;;x
c_mangyul_adj;Mangyuli;mangyul;Mangyulisch;;mangyul�s;;;;;;;;;x
c_sakya;Sakya;Sakya;Sakya;;Sakya;;;;;;;;;x
c_sakya_adj;Sakyan;sakya;Sakyanisch;;sakyano;;;;;;;;;x
d_ladakh;Ladakh;Ladakh;Ladakh;;Ladakh;;;;;;;;;x
d_ladakh_adj;Ladakhi;ladakh;Ladakhisch;;ladajano;;;;;;;;;x
c_leh;Leh;Leh;Leh;;Leh;;;;;;;;;x
c_leh_adj;Leh;leh;Lehisch;;le�s;;;;;;;;;x
c_diskit;Diskit;Diskit;Diskit;;Diskit;;;;;;;;;x
c_diskit_adj;Diskit;diskit;Diskitisch;;diskito;;;;;;;;;x
c_pangong;Pangong;Pangong;Pangong;;Pangong;;;;;;;;;x
c_pangong_adj;Pangongi;pangong;Pangongisch;;pangongo;;;;;;;;;x
k_dege;Dege;Dege;Dege;;Dege;;;;;;;;;x
k_dege_adj;Degan;dege;Deganisch;;degu�s;;;;;;;;;x
d_kham;Kham;Kham;Kham;;Kham;;;;;;;;;x
d_kham_adj;Kham;kham;Khamisch;;khamano;;;;;;;;;x
c_dege;Dege;Dege;Dege;;Dege;;;;;;;;;x
c_dege_adj;Degan;dege;Deganisch;;degu�s;;;;;;;;;x
c_nyingchi;Nyingchi;Nyingchi;Nyingchi;;Nyingchi;;;;;;;;;x
c_nyingchi_adj;Nyingchi;nyingchi;Nyingchisch;;nyingch�;;;;;;;;;x
c_qamdo;Qamdo;Qamdo;Qamdo;;Qamdo;;;;;;;;;x
c_qamdo_adj;Qamdo;qamdo;Qamdisch;;qamdano;;;;;;;;;x
c_markam;Markam;Markam;Markam;;Markam;;;;;;;;;x
c_markam_adj;Markamese;markam;Markamseisch;;markamano;;;;;;;;;x
d_qinghai;Qinghai;Qinghai;Qinghai;;Qinghai;;;;;;;;;x
d_qinghai_adj;Qinghai;qinghai;Qinghaiisch;;qingha�;;;;;;;;;x
c_fuqi;Fuqi;Fuqi;Fuqi;;Fuqi;;;;;;;;;x
c_fuqi_adj;Fuqi;fuqi;Fuqisch;;fuqi�s;;;;;;;;;x
c_jyekundo;Jyekundo;Jyekundo;Jyekundo;;Jyekundo;;;;;;;;;x
c_jyekundo_adj;Jyekundan;jyekundo;Jyekundanisch;;jyekundano;;;;;;;;;x
c_maqen;Maqen;Maqen;Maqen;;Maqen;;;;;;;;;x
c_maqen_adj;Maqeni;maqen;Maqenisch;;maqen�;;;;;;;;;x
c_nagormo;Nagormo;Nagormo;Nagormo;;Nagormo;;;;;;;;;x
c_nagormo_adj;Nagorman;nagormo;Nagormanisch;;nagormano;;;;;;;;;x
k_nepal;Nepal;N�pal;Nepal;;Nepal;;;;;;;;;x
k_nepal_adj;Nepalese;n�palaise;Nepalesisch;;nepal�;;;;;;;;;x
d_kathmandu;Kathmandu;Katmandou;Kathmandu;;Katmand�;;;;;;;;;x
d_kathmandu_adj;Kathmanduan;katmandoue;Kathmandunisch;;katmand�;;;;;;;;;x
c_kathmandu;Kathmandu;Katmandou;Kathmandu;;Katmand�;;;;;;;;;x
c_kathmandu_adj;Kathmanduan;katmandoue;Kathmandunisch;;katmand�;;;;;;;;;x
c_janakpur;Janakpur;Janakpur;Janakpur;;Janakpur;;;;;;;;;x
c_janakpur_adj;Janakpuran;janakpur;Janakpurisch;;janakpurano;;;;;;;;;x
c_limbuwan;Limbuwan;Limbuwan;Limbuwan;;Limbuwan;;;;;;;;;x
c_limbuwan_adj;Limbuwani;limbuwan;Limbuwanisch;;lumbuwano;;;;;;;;;x
d_gorkha;Gorkha;Gorkha;Gorkha;;Gorkha;;;;;;;;;x
d_gorkha_adj;Gorkhan;gorkha;Gorkhanisch;;gorkhano;;;;;;;;;x
c_pokhara;Pokhara;Pokhara;Pokhara;;Pokhara;;;;;;;;;x
c_pokhara_adj;Pokharan;pokhara;Pokharanisch;;pokharano;;;;;;;;;x
c_jumla;Jumla;Jumla;Jumla;;Jumla;;;;;;;;;x
c_jumla_adj;Jumlan;jumla;Jumlanisch;;jumlano;;;;;;;;;x
c_doti;Doti;Doti;Doti;;Doti;;;;;;;;;x
c_doti_adj;Doti;doti;Dotisch;;dot�;;;;;;;;;x
c_lumbini;Lumbini;Lumbini;Lumbini;;Lumbini;;;;;;;;;x
c_lumbini_adj;Lumbini;lumbini;Lumbinisch;;lumbin�;;;;;;;;;x
k_kashmir;Kashmir;Kashmir;Kashmir;;Cachemira;;;;;;;;;x
k_kashmir_adj;Kashmiran;kashmira;Kashmiranisch;;cachemir;;;;;;;;;x
d_kashmir;Kashmir;Kashmir;Kashmir;;Cachemira;;;;;;;;;x
d_kashmir_adj;Kashmiran;kashmira;Kashmiranisch;;cachemir;;;;;;;;;x
d_pamir;Pamir;Pamir;Pamir;;Pamir;;;;;;;;;x
d_pamir_adj;Pamiran;pamir;Pamiranisch;;pamirano;;;;;;;;;x
c_gilgit;Gilgit;Gilgit;Gilgit;;Gilgit;;;;;;;;;x
c_gilgit_adj;Gilgitan;gilgit;Gilgitisch;;gilgitano;;;;;;;;;x
c_tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;;Tashkurgan;;;;;;;;;x
c_tashkurgan_adj;Tashkurgan;tashkurgan;Tashkurganisch;;tashkurgano;;;;;;;;;x
c_skardu;Skardu;Skardu;Skardu;;Skardu;;;;;;;;;x
c_skardu_adj;Skardui;skardu;Skarduisch;;skaduano;;;;;;;;;x
d_uttaranchal;Uttaranchal;Uttaranchal;Uttaranchal;;Uttaranchal;;;;;;;;;x
d_uttaranchal_adj;Uttaranchan;uttaranchal;Uttaranchanisch;;uttaranchalo;;;;;;;;;x
c_kangra;Kangra;Kangra;Kangra;;Kangra;;;;;;;;;x
c_kangra_adj;Kangran;kangra;Kangranisch;;kangrano;;;;;;;;;x
c_garhwal;Garhwal;Garhwal;Garhwal;;Garhwal;;;;;;;;;x
c_garhwal_adj;Garhwali;garhwal;Garhwalisch;;garhwal�;;;;;;;;;x
c_kurmanchal;Kurmanchal;Kurmanchal;Kurmanchal;;Kurmanchal;;;;;;;;;x
c_kurmanchal_adj;Kurmanchali;kurmanchal;Kurmanchalisch;;kurmanchal�;;;;;;;;;x
b_katarmal;Katarmal;Katarmal;Katarmal;;Katarmal;;;;;;;;;x
b_askot_kurmanchal;Askot;Askot;Askot;;Askot;;;;;;;;;x
b_govishana;Govishana;Govishana;Govishana;;Govishana;;;;;;;;;x
b_ranikhet;Ranikhet;Ranikhet;Ranikhet;;Ranikhet;;;;;;;;;x
b_didihat;Didihat;Didihat;Didihat;;Didihat;;;;;;;;;x
b_champawat;Champawat;Champawat;Champawat;;Champawat;;;;;;;;;x
b_devalghar;Devalghar;Devalghar;Devalghar;;Devalghar;;;;;;;;;x
b_badrinath;Badrinath;Badrinath;Badrinath;;Badrinath;;;;;;;;;x
b_srinagar;Srinagar;Srinagar;Srinagar;;Srinagar;;;;;;;;;x
b_tehri;Tehri;Tehri;Tehri;;Tehri;;;;;;;;;x
b_uttarkashi;Uttarkashi;Uttarkashi;Uttarkashi;;Uttarkashi;;;;;;;;;x
b_sudhnagar;Sudhnagar;Sudhnagar;Sudhnagar;;Sudhnagar;;;;;;;;;x
b_haridwar;Haridwar;Haridwar;Haridwar;;Haridwar;;;;;;;;;x
b_shimla;Shimla;Shimla;Shimla;;Shimla;;;;;;;;;x
b_nurpur;Nurpur;Nurpur;Nurpur;;Nurpur;;;;;;;;;x
b_chamba;Chamba;Chamba;Chamba;;Chamba;;;;;;;;;x
b_bharmour;Bharmour;Bharmour;Bharmour;;Bharmour;;;;;;;;;x
b_kullu;Kullu;Kullu;Kullu;;Kullu;;;;;;;;;x
b_skardu;Skardu;Skardu;Skardu;;Skardu;;;;;;;;;x
b_huldi;Huldi;Huldi;Huldi;;Huldi;;;;;;;;;x
b_madhupur_skardu;Madhupur;Madhupur;Madhupur;;Madhupur;;;;;;;;;x
b_kharkoo;Kharkoo;Kharkoo;Kharkoo;;Kharkoo;;;;;;;;;x
b_khaplu;Khaplu;Khaplu;Khaplu;;Khaplu;;;;;;;;;x
b_hilmat;Hilmat;Hilmat;Hilmat;;Hilmat;;;;;;;;;x
b_janwai;Janwai;Janwai;Janwai;;Janwai;;;;;;;;;x
b_jianggala;Jianggala;Jianggala;Jianggala;;Jianggala;;;;;;;;;x
b_hangdi;Hangdi;Hangdi;Hangdi;;Hangdi;;;;;;;;;x
b_kaladong;Kaladong;Kaladong;Kaladong;;Kaladong;;;;;;;;;x
b_zankan;Zankan;Zankan;Zankan;;Zankan;;;;;;;;;x
b_qiate;Qiate;Qiate;Qiate;;Qiate;;;;;;;;;x
b_bulongke;Bulongke;Bulongke;Bulongke;;Bulongke;;;;;;;;;x
b_gilgit;Gilgit;Gilgit;Gilgit;;Gilgit;;;;;;;;;x
b_danyor;Danyor;Danyor;Danyor;;Danyor;;;;;;;;;x
b_chitral;Chitral;Chitral;Chitral;;Chitral;;;;;;;;;x
b_minawar;Minawar;Minawar;Minawar;;Minawar;;;;;;;;;x
b_pahot;Pahot;Pahot;Pahot;;Pahot;;;;;;;;;x
b_chatorkhand;Chatorkhand;Chatorkhand;Chatorkhand;;Chatorkhand;;;;;;;;;x
b_barjangle;Barjangle;Barjangle;Barjangle;;Barjangle;;;;;;;;;x
b_bhairahawa;Bhairahawa;Bhairahawa;Bhairahawa;;Bhairahawa;;;;;;;;;x
b_sandhikharka;Sandhikharka;Sandhikharka;Sandhikharka;;Sandhikharka;;;;;;;;;x
b_taulihawa;Taulihawa;Taulihawa;Taulihawa;;Taulihawa;;;;;;;;;x
b_nigrodharama;Nigrodharama;Nigrodharama;Nigrodharama;;Nigrodharama;;;;;;;;;x
b_tulsipur;Tulsipur;Tulsipur;Tulsipur;;Tulsipur;;;;;;;;;x
b_musikot;Musikot;Musikot;Musikot;;Musikot;;;;;;;;;x
b_dullu;Dullu;Dullu;Dullu;;Dullu;;;;;;;;;x
b_dailekh;Dailekh;Dailekh;Dailekh;;Dailekh;;;;;;;;;x
b_gularia;Gularia;Gularia;Gularia;;Gularia;;;;;;;;;x
b_mahendranagar;Mahendranagar;Mahendranagar;Mahendranagar;;Mahendranagar;;;;;;;;;x
b_dadeldhura;Dadeldhura;Dadeldhura;Dadeldhura;;Dadeldhura;;;;;;;;;x
b_dhamboji;Dhamboji;Dhamboji;Dhamboji;;Dhamboji;;;;;;;;;x
b_khalanga;Khalanga;Khalanga;Khalanga;;Khalanga;;;;;;;;;x
b_jumla;Jumla;Jumla;Jumla;;Jumla;;;;;;;;;x
b_simikot;Simikot;Simikot;Simikot;;Simikot;;;;;;;;;x
b_chainpur;Chainpur;Chainpur;Chainpur;;Chainpur;;;;;;;;;x
b_dunai;Dunai;Dunai;Dunai;;Dunai;;;;;;;;;x
b_manma;Manma;Manma;Manma;;Manma;;;;;;;;;x
b_gamgadhi;Gamgadhi;Gamgadhi;Gamgadhi;;Gamgadhi;;;;;;;;;x
b_martadi;Martadi;Martadi;Martadi;;Martadi;;;;;;;;;x
b_pokhara;Pokhara;Pokhara;Pokhara;;Pokhara;;;;;;;;;x
b_marpha;Marpha;Marpha;Marpha;;Marpha;;;;;;;;;x
b_muktinath;Muktinath;Muktinath;Muktinath;;Muktinath;;;;;;;;;x
b_prithbinarayan;Prithbinarayan;Prithbinarayan;Prithbinarayan;;Prithbinarayan;;;;;;;;;x
b_butwal;Butwal;Butwal;Butwal;;Butwal;;;;;;;;;x
b_chame;Chame;Chame;Chame;;Chame;;;;;;;;;x
b_besisahar;Besisahar;Besisahar;Besisahar;;Besisahar;;;;;;;;;x
b_taplejung;Taplejung;Taplejung;Taplejung;;Taplejung;;;;;;;;;x
b_tambar;Tambar;Tambar;Tambar;;Tambar;;;;;;;;;x
b_gograha;Gograha;Gograha;Gograha;;Gograha;;;;;;;;;x
b_dhankuta;Dhankuta;Dhankuta;Dhankuta;;Dhankuta;;;;;;;;;x
b_myanglung;Myanglung;Myanglung;Myanglung;;Myanglung;;;;;;;;;x
b_ilam_limbuwan;Ilam;Ilam;Ilam;;Ilam;;;;;;;;;x
b_morong;Morong;Morong;Morong;;Morong;;;;;;;;;x
b_janakpur;Janakpur;Janakpur;Janakpur;;Janakpur;;;;;;;;;x
b_kamalamai;Kamalamai;Kamalamai;Kamalamai;;Kamalamai;;;;;;;;;x
b_birgunj;Birgunj;Birgunj;Birgunj;;Birgunj;;;;;;;;;x
b_bharatpur;Bharatpur;Bharatpur;Bharatpur;;Bharatpur;;;;;;;;;x
b_devghat;Devghat;Devghat;Devghat;;Devghat;;;;;;;;;x
b_hetauda;Hetauda;Hetauda;Hetauda;;Hetauda;;;;;;;;;x
b_kalaiya;Kalaiya;Kalaiya;Kalaiya;;Kalaiya;;;;;;;;;x
b_bhaktapur;Bhaktapur;Bhaktapur;Bhaktapur;;Bhaktapur;;;;;;;;;x
b_lalitpur;Lalitpur;Lalitpur;Lalitpur;;Lalitpur;;;;;;;;;x
b_patan_yala;Patan Yala;Patan Yala;Patan Yala;;Patan Yala;;;;;;;;;x
b_kirtipur;Kirtipur;Kirtipur;Kirtipur;;Kirtipur;;;;;;;;;x
b_pashupatinath;Pashupatinath;Pashupatinath;Pashupatinath;;Pashupatinath;;;;;;;;;x
b_nagarkot;Nagarkot;Nagarkot;Nagarkot;;Nagarkot;;;;;;;;;x
b_golmud;Golmud;Golmud;Golmud;;Golmud;;;;;;;;;x
b_lenghu;Lenghu;Lenghu;Lenghu;;Lenghu;;;;;;;;;x
b_mangnai;Mangnai;Mangnai;Mangnai;;Mangnai;;;;;;;;;x
b_qaidam;Qaidam;Qaidam;Qaidam;;Qaidam;;;;;;;;;x
b_qarham;Qarham;Qarham;Qarham;;Qarham;;;;;;;;;x
b_qingshui;Qingshui;Qingshui;Qingshui;;Qingshui;;;;;;;;;x
b_xinle;Xinle;Xinle;Xinle;;Xinle;;;;;;;;;x
b_maqen;Maqen;Maqen;Maqen;;Maqen;;;;;;;;;x
b_yegainnyin;Yegainnyin;Yegainnyin;Yegainnyin;;Yegainnyin;;;;;;;;;x
b_rabyog;Rabyog;Rabyog;Rabyog;;Rabyog;;;;;;;;;x
b_rebkong;Rebkong;Rebkong;Rebkong;;Rebkong;;;;;;;;;x
b_ziketan;Ziketan;Ziketan;Ziketan;;Ziketan;;;;;;;;;x
b_markuthang;Markuthang;Markuthang;Markuthang;;Markuthang;;;;;;;;;x
b_jyekundo;Jyekundo;Jyekundo;Jyekundo;;Jyekundo;;;;;;;;;x
b_zadoi;Zadoi;Zadoi;Zadoi;;Zadoi;;;;;;;;;x
b_chindu;Chindu;Chindu;Chindu;;Chindu;;;;;;;;;x
b_zhidoi;Zhidoi;Zhidoi;Zhidoi;;Zhidoi;;;;;;;;;x
b_xangda;Zangda;Zangda;Zangda;;Zangda;;;;;;;;;x
b_doendrub;Doendrub;Doendrub;Doendrub;;Doendrub;;;;;;;;;x
b_dangla;Dangla;Dangla;Dangla;;Dangla;;;;;;;;;x
b_fuqi;Fuqi;Fuqi;Fuqi;;Fuqi;;;;;;;;;x
b_delingha;Delingha;Delingha;Delingha;;Delingha;;;;;;;;;x
b_gangca;Gangca;Gangca;Gangca;;Gangca;;;;;;;;;x
b_reshui;Reshui;Reshui;Reshui;;Reshui;;;;;;;;;x
b_ulan;Ulan;Ulan;Ulan;;Ulan;;;;;;;;;x
b_tianjun;Tianjun;Tianjun;Tianjun;;Tianjun;;;;;;;;;x
b_xuji;Xuji;Xuji;Xuji;;Xuji;;;;;;;;;x
b_markam;Markam;Markam;Markam;;Markam;;;;;;;;;x
b_drorkong;Drorkong;Drorkong;Drorkong;;Drorkong;;;;;;;;;x
b_tsagalor;Tsagalor;Tsagalor;Tsagalor;;Tsagalor;;;;;;;;;x
b_chubarong;Chubarong;Chubarong;Chubarong;;Chubarong;;;;;;;;;x
b_zogong;Zogong;Zogong;Zogong;;Zogong;;;;;;;;;x
b_tsarung;Tsarung;Tsarung;Tsarung;;Tsarung;;;;;;;;;x
b_qamdo;Qamdo;Qamdo;Qamdo;;Qamdo;;;;;;;;;x
b_biru;Biru;Biru;Biru;;Biru;;;;;;;;;x
b_sog;Sog;Sog;Sog;;Sog;;;;;;;;;x
b_jomda;Jomda;Jomda;Jomda;;Jomda;;;;;;;;;x
b_gonjo;Gonjo;Gonjo;Gonjo;;Gonjo;;;;;;;;;x
b_riwoche;Riwoche;Riwoche;Riwoche;;Riwoche;;;;;;;;;x
b_nyingchi;Nyingchi;Nyingchi;Nyingchi;;Nyingchi;;;;;;;;;x
b_drakchi;Drakchi;Drakchi;Drakchi;;Drakchi;;;;;;;;;x
b_buchasergyi_lakang;Buchasergyi Lakang;Buchasergyi Lakang;Buchasergyi Lakang;;Buchasergyi Lakang;;;;;;;;;x
b_lamaling;Lamaling;Lamaling;Lamaling;;Lamaling;;;;;;;;;x
b_gongbogyamda;Gongbogyamda;Gongbogyamda;Gongbogyamda;;Gongbogyamda;;;;;;;;;x
b_bome;Bome;Bome;Bome;;Bome;;;;;;;;;x
b_alamdo;Alamdo;Alamdo;Alamdo;;Alamdo;;;;;;;;;x
b_dege;Dege;Dege;Dege;;Dege;;;;;;;;;x
b_zhaggo;Zhaggo;Zhaggo;Zhaggo;;Zhaggo;;;;;;;;;x
b_dzongsar;Dzongsar;Dzongsar;Dzongsar;;Dzongsar;;;;;;;;;x
b_palpung;Palpung;Palpung;Palpung;;Palpung;;;;;;;;;x
b_kandze;Kandze;Kandze;Kandze;;Kandze;;;;;;;;;x
b_serxu;Serxu;Serxu;Serxu;;Serxu;;;;;;;;;x
b_pangong;Pangong;Pangong;Pangong;;Pangong;;;;;;;;;x
b_khumak;Khumak;Khumak;Khumak;;Khumak;;;;;;;;;x
b_spanggur;Spanggur;Spanggur;Spanggur;;Spanggur;;;;;;;;;x
b_kizilyeza;Kizilyeza;Kizilyeza;Kizilyeza;;Kizilyeza;;;;;;;;;x
b_aksayqin;Aksayqin;Aksayqin;Aksayqin;;Aksayqin;;;;;;;;;x
b_sumdo;Sumdo;Sumdo;Sumdo;;Sumdo;;;;;;;;;x
b_surigh;Surigh;Surigh;Surigh;;Surigh;;;;;;;;;x
b_diskit;Diskit;Diskit;Diskit;;Diskit;;;;;;;;;x
b_thirit;Thirit;Thirit;Thirit;;Thirit;;;;;;;;;x
b_hundar;Hundar;Hundar;Hundar;;Hundar;;;;;;;;;x
b_thoise;Thoise;Thoise;Thoise;;Thoise;;;;;;;;;x
b_charassa;Charassa;Charassa;Charassa;;Charassa;;;;;;;;;x
b_panamik;Panamik;Panamik;Panamik;;Panamik;;;;;;;;;x
b_unmaru;Unmaru;Unmaru;Unmaru;;Unmaru;;;;;;;;;x
b_leh;Leh;Leh;Leh;;Leh;;;;;;;;;x
b_keylong;Keylong;Keylong;Keylong;;Keylong;;;;;;;;;x
b_gya;Gya;Gya;Gya;;Gya;;;;;;;;;x
b_shakti;Shakti;Shakti;Shakti;;Shakti;;;;;;;;;x
b_thiksey;Thiksey;Thiksey;Thiksey;;Thiksey;;;;;;;;;x
b_chuchot_yakma;Chuchot Yakma;Chuchot Yakma;Chuchot Yakma;;Chuchot Yakma;;;;;;;;;x
b_chumathang;Chumathang;Chumathang;Chumathang;;Chumathang;;;;;;;;;x
b_sakya;Sakya;Sakya;Sakya;;Sakya;;;;;;;;;x
b_tingri;Tingri;Tingri;Tingri;;Tingri;;;;;;;;;x
b_shelkar;Shelkar;Shelkar;Shelkar;;Shelkar;;;;;;;;;x
b_drampa_gyang_lhakhang;Drampa Gyang Lhakhang;Drampa Gyang Lhakhang;Drampa Gyang Lhakhang;;Drampa Gyang Lhakhang;;;;;;;;;x
b_dzongkha;Dzongkha;Dzongkha;Dzongkha;;Dzongkha;;;;;;;;;x
b_gyagya;Gyagya;Gyagya;Gyagya;;Gyagya;;;;;;;;;x
b_lo;Lo;Lo;Lo;;Lo;;;;;;;;;x
b_chhonhup;Chhonhup;Chhonhup;Chhonhup;;Chhonhup;;;;;;;;;x
b_tetang;Tetang;Tetang;Tetang;;Tetang;;;;;;;;;x
b_kagbeni;Kagbeni;Kagbeni;Kagbeni;;Kagbeni;;;;;;;;;x
b_chhusang;Chhusang;Chhusang;Chhusang;;Chhusang;;;;;;;;;x
b_chhoser;Chhoser;Chhoser;Chhoser;;Chhoser;;;;;;;;;x
b_drak_gyawu;Drak Gyawu;Drak Gyawu;Drak Gyawu;;Drak Gyawu;;;;;;;;;x
b_coqen;Coqen;Coqen;Coqen;;Coqen;;;;;;;;;x
b_zhulongcun;Zhulongcun;Zhulongcun;Zhulongcun;;Zhulongcun;;;;;;;;;x
b_jiugongcun;Jiugongcun;Jiugongcun;Jiugongcun;;Jiugongcun;;;;;;;;;x
b_zhuglung;Zhuglung;Zhuglung;Zhuglung;;Zhuglung;;;;;;;;;x
b_dawaxung;Dawaxung;Dawaxung;Dawaxung;;Dawaxung;;;;;;;;;x
b_duichiwu;Duichiwu;Duichiwu;Duichiwu;;Duichiwu;;;;;;;;;x
b_bangkor;Bangkor;Bangkor;Bangkor;;Bangkor;;;;;;;;;x
b_purang;Purang;Purang;Purang;;Purang;;;;;;;;;x
b_tingche;Tingche;Tingche;Tingche;;Tingche;;;;;;;;;x
b_taya;Taya;Taya;Taya;;Taya;;;;;;;;;x
b_gangzi;Gangzi;Gangzi;Gangzi;;Gangzi;;;;;;;;;x
b_zijiegong;Zijiegong;Zijiegong;Zijiegong;;Zijiegong;;;;;;;;;x
b_khorzhak;Khorzhak;Khorzhak;Khorzhak;;Khorzhak;;;;;;;;;x
b_simbiling;Simbiling;Simbiling;Simbiling;;Simbiling;;;;;;;;;x
b_kangtuo;Kangtuo;Kangtuo;Kangtuo;;Kangtuo;;;;;;;;;x
b_kyunglung;Kyunglung;Kyunglung;Kyunglung;;Kyunglung;;;;;;;;;x
b_re_xijiama;Re Xijiama;Re Xijiama;Re Xijiama;;Re Xijiama;;;;;;;;;x
b_tirthapuri;Tirthapuri;Tirthapuri;Tirthapuri;;Tirthapuri;;;;;;;;;x
b_lhara;Lhara;Lhara;Lhara;;Lhara;;;;;;;;;x
b_xalazakung;Xalazakung;Xalazakung;Xalazakung;;Xalazakung;;;;;;;;;x
